x(m),y(m),z(m),dtr(m)
-2.418240715907908976e+06,5.385746081001913175e+06,2.405775093359379563e+06,-2.804391204185385723e+06
-2.418240831250716001e+06,5.385745689818926156e+06,2.405775075664604083e+06,-2.804385064969075844e+06
-2.418240788285023533e+06,5.385745848882936873e+06,2.405775146777924616e+06,-2.804378744691390079e+06
-2.418240951663652901e+06,5.385745254235126078e+06,2.405775106576679740e+06,-2.804372641502417624e+06
-2.418241549466024619e+06,5.385747108154173009e+06,2.405775585726812482e+06,-2.804365088435525075e+06
-2.418241490504521877e+06,5.385746419242840260e+06,2.405775808524897788e+06,-2.804359103364754468e+06
-2.418241542778976262e+06,5.385746632936608978e+06,2.405776018603021279e+06,-2.804352699239790440e+06
-2.418241723429695237e+06,5.385744770243237726e+06,2.405775606629061513e+06,-2.804347019629262853e+06
-2.418241930268992670e+06,5.385746859740115702e+06,2.405776007816811558e+06,-2.804339662324464880e+06
-2.418241797776059248e+06,5.385745911741139367e+06,2.405775815566689707e+06,-2.804333790276769549e+06
-2.418241680967777502e+06,5.385745514990762807e+06,2.405775900954197161e+06,-2.804327745545306243e+06
-2.418241829489524942e+06,5.385745876299205236e+06,2.405776111191186588e+06,-2.804321182436248288e+06
-2.418240857696207706e+06,5.385745199566722848e+06,2.405775894900340587e+06,-2.804315765737723559e+06
-2.418240915316242259e+06,5.385744936301540583e+06,2.405775831038066186e+06,-2.804309626932046842e+06
-2.418241051837465260e+06,5.385745277824740857e+06,2.405775929885876831e+06,-2.804303122612234671e+06
-2.418241403513970785e+06,5.385744921968997456e+06,2.405775749680884182e+06,-2.804296792834124528e+06
-2.418242236753372941e+06,5.385745990810978226e+06,2.405776192232821602e+06,-2.804289463065385353e+06
-2.418241912957412191e+06,5.385744605905946344e+06,2.405775778964893892e+06,-2.804284009307131171e+06
-2.418240593343690038e+06,5.385744013600889593e+06,2.405775973679439630e+06,-2.804278587663463317e+06
-2.418240779675353318e+06,5.385743947375532240e+06,2.405775768336256966e+06,-2.804272254704166204e+06
-2.418240583758841269e+06,5.385745119775892235e+06,2.405776055134864524e+06,-2.804265449145032559e+06
-2.418241031959699467e+06,5.385744615525845438e+06,2.405776011667866260e+06,-2.804259055791139137e+06
-2.418241485221581068e+06,5.385745768537865952e+06,2.405776259568612557e+06,-2.804251907648388296e+06
-2.418241682815412059e+06,5.385744568047909997e+06,2.405776020356886555e+06,-2.804246004577240441e+06
-2.418241357680495828e+06,5.385744893782504834e+06,2.405775970359957777e+06,-2.804239734863379039e+06
-2.418240805392687209e+06,5.385743837678696960e+06,2.405775822622890119e+06,-2.804234203959167469e+06
-2.418240774047579151e+06,5.385743476587606594e+06,2.405775964291237295e+06,-2.804228019468213432e+06
-2.418240647724246141e+06,5.385743327995380387e+06,2.405776041073411237e+06,-2.804221875566185452e+06
-2.418240680744369049e+06,5.385744338512246497e+06,2.405776346028533764e+06,-2.804215043057430536e+06
-2.418239908994126134e+06,5.385742127142979763e+06,2.405775843206541613e+06,-2.804210228141889907e+06
-2.418240060344760306e+06,5.385743261241672561e+06,2.405776007138924208e+06,-2.804203344650828280e+06
-2.418240388221244328e+06,5.385742198102410883e+06,2.405776000576765742e+06,-2.804197218573732767e+06
-2.418239897792492528e+06,5.385741941448951140e+06,2.405776014425684232e+06,-2.804191331152767874e+06
-2.418239536272578407e+06,5.385742680968508124e+06,2.405776134793596808e+06,-2.804184908786186483e+06
-2.418239823360880371e+06,5.385741362894499674e+06,2.405775940076080617e+06,-2.804178940900153946e+06
-2.418239697828452103e+06,5.385742396634735167e+06,2.405776052637728862e+06,-2.804172253201073501e+06
-2.418239230491319671e+06,5.385741381455945782e+06,2.405775916701168288e+06,-2.804166583765319549e+06
-2.418239068234791048e+06,5.385742189716662280e+06,2.405776091949468013e+06,-2.804160000444320031e+06
-2.418238398655194789e+06,5.385741472179965116e+06,2.405775842513432261e+06,-2.804154386210808996e+06
-2.418238651971776504e+06,5.385740434254240245e+06,2.405775615125216544e+06,-2.804148618907870725e+06
-2.418238657004316337e+06,5.385740481530638412e+06,2.405775521011355799e+06,-2.804142216201800387e+06
-2.418238422394465655e+06,5.385740563677562401e+06,2.405775660750165582e+06,-2.804135898444040678e+06
-2.418238229777921923e+06,5.385739438560274430e+06,2.405775570352738723e+06,-2.804130192009384278e+06
-2.418237600435006432e+06,5.385739173856012523e+06,2.405775619083392434e+06,-2.804124346787270624e+06
-2.418238052797982004e+06,5.385739829177010804e+06,2.405775834040835034e+06,-2.804117439681518357e+06
-2.418238982948541176e+06,5.385740210771332495e+06,2.405775796553944703e+06,-2.804110395656870678e+06
-2.418237641983064357e+06,5.385738968797677197e+06,2.405775590294594411e+06,-2.804105381347079296e+06
-2.418237380538403057e+06,5.385738552454156801e+06,2.405775558141681366e+06,-2.804099386701273732e+06
-2.418237269518856425e+06,5.385738334945452400e+06,2.405775564493471757e+06,-2.804093268322539981e+06
-2.418237538989307825e+06,5.385738511054758914e+06,2.405775689331973903e+06,-2.804086692995157093e+06
-2.418237544203407131e+06,5.385738439836993814e+06,2.405775757690657862e+06,-2.804080332257699221e+06
-2.418238095380879939e+06,5.385738905340586789e+06,2.405775805359408259e+06,-2.804073415687427390e+06
-2.418238059886881616e+06,5.385739347227466293e+06,2.405775975359812379e+06,-2.804066859936501365e+06
-2.418237878571147565e+06,5.385738722895499319e+06,2.405775822840968613e+06,-2.804060838961813133e+06
-2.418237985869695898e+06,5.385739335710208863e+06,2.405775860144275241e+06,-2.804054169715827331e+06
-2.418237896306304261e+06,5.385738672613173723e+06,2.405775688937083352e+06,-2.804048210440304596e+06
-2.418238160682381596e+06,5.385739180976440199e+06,2.405775935240210500e+06,-2.804041458213801961e+06
-2.418237499913607258e+06,5.385738222921065055e+06,2.405775657886412460e+06,-2.804035955426433124e+06
-2.418237761524486355e+06,5.385738694938144647e+06,2.405775699717039242e+06,-2.804029253698422574e+06
-2.418237727012536023e+06,5.385738329327618703e+06,2.405775758335374296e+06,-2.804023072852381505e+06
-2.418237531181794591e+06,5.385738324204075150e+06,2.405775792465351988e+06,-2.804016878851098474e+06
-2.418237673660299275e+06,5.385738040461216122e+06,2.405775828851336148e+06,-2.804010653009156696e+06
-2.418237691702836193e+06,5.385737540306149982e+06,2.405775984943856485e+06,-2.804004554258894175e+06
-2.418238188925991300e+06,5.385738318914101459e+06,2.405776338918617927e+06,-2.803997474179321434e+06
-2.418237750936193392e+06,5.385737703353838995e+06,2.405776374662784860e+06,-2.803991610208620317e+06
-2.418238192968509160e+06,5.385737698628944345e+06,2.405776491118513048e+06,-2.803985037585930899e+06
-2.418238229609690141e+06,5.385737912950726226e+06,2.405776447925797198e+06,-2.803978529064569157e+06
-2.418238166038574185e+06,5.385737790175348520e+06,2.405776567047048360e+06,-2.803972247844915371e+06
-2.418237511207361706e+06,5.385737241171185859e+06,2.405776385053098667e+06,-2.803966530283864122e+06
-2.418237928281738423e+06,5.385737425983901136e+06,2.405776578335612547e+06,-2.803959795045814477e+06
-2.418238053092903923e+06,5.385737405723547563e+06,2.405776653790354729e+06,-2.803953387207274791e+06
-2.418238503925253637e+06,5.385737748831762001e+06,2.405776813975363504e+06,-2.803946619098098949e+06
-2.418238385990842711e+06,5.385737627121392637e+06,2.405776796820315067e+06,-2.803940400954193901e+06
-2.418238923733650707e+06,5.385738344997650012e+06,2.405776947022556327e+06,-2.803933245748271234e+06
-2.418238441040001344e+06,5.385737764951187186e+06,2.405776952875675634e+06,-2.803927414732910693e+06
-2.418238718833813909e+06,5.385737819152827375e+06,2.405777105384985916e+06,-2.803920798089677002e+06
-2.418238888017829973e+06,5.385738016755860299e+06,2.405777203331185505e+06,-2.803914237588841002e+06
-2.418239184828225989e+06,5.385738245987959206e+06,2.405777313838026021e+06,-2.803907536443109624e+06
-2.418239606717890594e+06,5.385738827074716799e+06,2.405777373895997182e+06,-2.803900514009614941e+06
-2.418239562751218211e+06,5.385738581349882297e+06,2.405777439977486152e+06,-2.803894220125567168e+06
-2.418239206783032510e+06,5.385738309422160499e+06,2.405777370322839823e+06,-2.803888158185852226e+06
-2.418240183691565413e+06,5.385739071018365212e+06,2.405777521322439425e+06,-2.803880890015405137e+06
-2.418239404135857709e+06,5.385738072463138960e+06,2.405777479981440585e+06,-2.803875371030846611e+06
-2.418239637817978859e+06,5.385738165243923664e+06,2.405777558444090653e+06,-2.803868908784665167e+06
-2.418239515757435467e+06,5.385738097723968327e+06,2.405777582893868908e+06,-2.803862594853606541e+06
-2.418239702092326246e+06,5.385738436091953889e+06,2.405777612919250969e+06,-2.803855883585906122e+06
-2.418239261440497357e+06,5.385738030962946825e+06,2.405777577608887106e+06,-2.803849990369726904e+06
-2.418239246165622957e+06,5.385737894424411468e+06,2.405777580900732893e+06,-2.803843706397878937e+06
-2.418238520388926379e+06,5.385737157048029825e+06,2.405777526175209321e+06,-2.803838118378441781e+06
-2.418239201079345774e+06,5.385737902644843794e+06,2.405777626917495392e+06,-2.803830997391652782e+06
-2.418238843950069975e+06,5.385737534778797068e+06,2.405777630793099757e+06,-2.803824990439613815e+06
-2.418238496636425145e+06,5.385737114140431397e+06,2.405777629312704317e+06,-2.803819026349357795e+06
-2.418238959645094350e+06,5.385737413420899771e+06,2.405777703213959932e+06,-2.803812338232788723e+06
-2.418239539110512938e+06,5.385737952501733787e+06,2.405777789315576199e+06,-2.803805462134371977e+06
-2.418239567318545654e+06,5.385737854031231254e+06,2.405777773802227341e+06,-2.803799166391874664e+06
-2.418239388896950986e+06,5.385737499597147107e+06,2.405777817596354522e+06,-2.803793128561767284e+06
-2.418239470450346358e+06,5.385737504453257658e+06,2.405777873958901968e+06,-2.803786765235930216e+06
-2.418239882125413045e+06,5.385737793199636042e+06,2.405777992351946887e+06,-2.803780092832068913e+06
-2.418239667395390570e+06,5.385737332053605467e+06,2.405778020261498168e+06,-2.803774095829712227e+06
-2.418239559297371190e+06,5.385737191423200071e+06,2.405777994529780932e+06,-2.803767915611921344e+06
-2.418239719687262550e+06,5.385737445055921562e+06,2.405778013774988707e+06,-2.803761398476862814e+06
-2.418239306135429535e+06,5.385736868175983429e+06,2.405778003230576403e+06,-2.803755586893157102e+06
-2.418238884513485245e+06,5.385736519827551208e+06,2.405777940977075603e+06,-2.803749607748916373e+06
-2.418239469891651068e+06,5.385737200787144713e+06,2.405778011884164531e+06,-2.803742614874037914e+06
-2.418239810346974991e+06,5.385737437034688890e+06,2.405778014767467044e+06,-2.803736006291679107e+06
-2.418240005009314511e+06,5.385737539052709006e+06,2.405778057060318999e+06,-2.803729557494567707e+06
-2.418240195137600414e+06,5.385737590515636839e+06,2.405778134737364482e+06,-2.803723134704314638e+06
-2.418241097097278573e+06,5.385738591381069273e+06,2.405778283446996007e+06,-2.803715824077864178e+06
-2.418240416058455128e+06,5.385737576093363576e+06,2.405778257125214674e+06,-2.803710281975916121e+06
-2.418239827958705369e+06,5.385736980140182190e+06,2.405778231906001922e+06,-2.803704434182510246e+06
-2.418239868209711742e+06,5.385736954056063667e+06,2.405778265627496876e+06,-2.803698109754289500e+06
-2.418239108156325761e+06,5.385736025639888830e+06,2.405778216312310658e+06,-2.803692655758122914e+06
-2.418239359130847733e+06,5.385736207377670333e+06,2.405778238751628436e+06,-2.803686129688594490e+06
-2.418240126123034395e+06,5.385737146745314822e+06,2.405778321025879122e+06,-2.803678900365458801e+06
-2.418240095225792378e+06,5.385737031601194292e+06,2.405778341313084587e+06,-2.803672620514567010e+06
-2.418240071749404538e+06,5.385736942470925860e+06,2.405778361895500682e+06,-2.803666357137019746e+06
-2.418239718963306863e+06,5.385736422040979378e+06,2.405778340160457883e+06,-2.803660540244224947e+06
-2.418239967427378520e+06,5.385736623689233325e+06,2.405778411329987459e+06,-2.803654007393064443e+06
-2.418240157022788655e+06,5.385736645950766280e+06,2.405778534685818013e+06,-2.803647625872218050e+06
-2.418240232038630638e+06,5.385736629707418382e+06,2.405778550121009350e+06,-2.803641213890417945e+06
-2.418240468489618041e+06,5.385736893441746943e+06,2.405778653642782010e+06,-2.803634663813312538e+06
-2.418240684670289047e+06,5.385737001762073487e+06,2.405778717876882758e+06,-2.803628125976322219e+06
-2.418240931607161183e+06,5.385737322052299976e+06,2.405778769097512588e+06,-2.803621520563220605e+06
-2.418241069247206673e+06,5.385737382003167644e+06,2.405778845627336763e+06,-2.803615139299929142e+06
-2.418240412380071823e+06,5.385736432871697471e+06,2.405778630551896524e+06,-2.803609575568455737e+06
-2.418240686403910164e+06,5.385736540389353409e+06,2.405778624317161273e+06,-2.803603049997017253e+06
-2.418240830256924964e+06,5.385736665091528557e+06,2.405778465588677209e+06,-2.803596480675614905e+06
-2.418240788593797944e+06,5.385736524400311522e+06,2.405778428070651367e+06,-2.803590269176607020e+06
-2.418240664742271416e+06,5.385736348760508932e+06,2.405778429635227658e+06,-2.803584032808809076e+06
-2.418240489371949341e+06,5.385735942048890516e+06,2.405778371954333503e+06,-2.803578017222276423e+06
-2.418240407279331237e+06,5.385735638134459965e+06,2.405778391388961580e+06,-2.803571755491701420e+06
-2.418240362676162738e+06,5.385735302974280901e+06,2.405778356012496632e+06,-2.803565649674749933e+06
-2.418240769731351174e+06,5.385735334498362616e+06,2.405778390168106649e+06,-2.803559160922391806e+06
-2.418240640293303877e+06,5.385734874118709005e+06,2.405778298760561273e+06,-2.803553144035101403e+06
-2.418240443901806604e+06,5.385734741447286680e+06,2.405778287609384395e+06,-2.803546992921343539e+06
-2.418240660990411881e+06,5.385735419653099030e+06,2.405778346334892791e+06,-2.803540084290293045e+06
-2.418241007118869107e+06,5.385735958383233286e+06,2.405778441721370444e+06,-2.803533271616738755e+06
-2.418240185501161031e+06,5.385735367878252640e+06,2.405778233633660711e+06,-2.803527542317988351e+06
-2.418240985674070660e+06,5.385736464091187343e+06,2.405778504697494209e+06,-2.803520217460122891e+06
-2.418241203529381193e+06,5.385736805509117432e+06,2.405778580060453154e+06,-2.803513670905857813e+06
-2.418241991955764592e+06,5.385737974306944758e+06,2.405778764719863422e+06,-2.803506346784194931e+06
-2.418241913305896334e+06,5.385738101119257510e+06,2.405778916913081426e+06,-2.803499884918522090e+06
-2.418241893975705374e+06,5.385738479210013524e+06,2.405779048495273571e+06,-2.803493339333598036e+06
-2.418241520636119880e+06,5.385738354195667431e+06,2.405778981964676641e+06,-2.803487182697772980e+06
-2.418241979117560200e+06,5.385739488074627705e+06,2.405779147062213160e+06,-2.803479927986137103e+06
-2.418241763472494669e+06,5.385739377818604931e+06,2.405779039401717018e+06,-2.803473658927583601e+06
-2.418241706785637420e+06,5.385739644677686505e+06,2.405779012562518474e+06,-2.803467121333387680e+06
-2.418242554119253065e+06,5.385740236764269881e+06,2.405779152318669483e+06,-2.803460037315025926e+06
-2.418242409104358405e+06,5.385740100482544862e+06,2.405779139121501241e+06,-2.803453804672781378e+06
-2.418241983328358270e+06,5.385739796419704333e+06,2.405779160067391116e+06,-2.803447892183491960e+06
-2.418241545243900269e+06,5.385739913814866915e+06,2.405779109031768050e+06,-2.803441606167725753e+06
-2.418241531864379067e+06,5.385739831922641024e+06,2.405778980439095292e+06,-2.803435392365880311e+06
-2.418242346405031160e+06,5.385741295304879546e+06,2.405779363389179576e+06,-2.803427754628517665e+06
-2.418242677920059767e+06,5.385742500083426945e+06,2.405779816143034026e+06,-2.803420434720637277e+06
-2.418242524647600017e+06,5.385742200760157779e+06,2.405779794895279687e+06,-2.803414353586940560e+06
-2.418242042084355839e+06,5.385742046772771515e+06,2.405779701617185492e+06,-2.803408288029472809e+06
-2.418242427452956792e+06,5.385743265847190283e+06,2.405779675599926151e+06,-2.803400955675053876e+06
-2.418243398585738149e+06,5.385744565081691369e+06,2.405779722027970944e+06,-2.803393405928148888e+06
-2.418242574165554717e+06,5.385742942062300630e+06,2.405779235751731787e+06,-2.803388470888671000e+06
-2.418242384682007600e+06,5.385741999256915413e+06,2.405779094774166588e+06,-2.803382864593802020e+06
-2.418241529269510414e+06,5.385741187858879566e+06,2.405779010844367091e+06,-2.803377265130295418e+06
-2.418241640875200741e+06,5.385741090683793649e+06,2.405779111406135373e+06,-2.803370939696438611e+06
-2.418241951924160123e+06,5.385741799071861431e+06,2.405779142599736806e+06,-2.803364023145411629e+06
-2.418242254834668711e+06,5.385744738437811844e+06,2.405779183062395547e+06,-2.803355562533529475e+06
-2.418243015028896742e+06,5.385746074525418691e+06,2.405779230886847712e+06,-2.803348040228917263e+06
-2.418243334979330190e+06,5.385745847133509815e+06,2.405779148371689487e+06,-2.803341829031857662e+06
-2.418243640764466953e+06,5.385746306958973408e+06,2.405779476809771731e+06,-2.803335199063725304e+06
-2.418243225866196211e+06,5.385746128278980032e+06,2.405779584820360411e+06,-2.803329056664244737e+06
-2.418243827315793838e+06,5.385746836022654548e+06,2.405779683487139177e+06,-2.803322021692594979e+06
-2.418243679312591441e+06,5.385746146250677295e+06,2.405779347502765246e+06,-2.803316166645748541e+06
-2.418243416992486455e+06,5.385745658971761353e+06,2.405779151775610168e+06,-2.803310152163791470e+06
-2.418242929811243899e+06,5.385745120686781593e+06,2.405778792823720723e+06,-2.803304291971773375e+06
-2.418242446668952238e+06,5.385744839418561198e+06,2.405778628024389502e+06,-2.803298216266945936e+06
-2.418241810495379381e+06,5.385744001828138717e+06,2.405778410793242976e+06,-2.803292648922002874e+06
-2.418242113051293418e+06,5.385744714054660872e+06,2.405778568149983883e+06,-2.803285626950604375e+06
-2.418242114162282087e+06,5.385745196441002190e+06,2.405778624097788241e+06,-2.803278886011272669e+06
-2.418242776597391814e+06,5.385745855898157693e+06,2.405778721074081026e+06,-2.803271893662595656e+06
-2.418242877603106201e+06,5.385745880924717523e+06,2.405778701733617112e+06,-2.803265509153172839e+06
-2.418243019097556360e+06,5.385745973006295040e+06,2.405778508090869524e+06,-2.803259070564488415e+06
-2.418243477796273772e+06,5.385746476248982362e+06,2.405778334543022327e+06,-2.803252234825881664e+06
-2.418243239422735758e+06,5.385746441653309390e+06,2.405778252588720992e+06,-2.803245950059892144e+06
-2.418242759893968701e+06,5.385752176117238589e+06,2.405780750556974206e+06,-2.803235070642685052e+06
-2.418242223845730536e+06,5.385751701664724387e+06,2.405780562610678375e+06,-2.803229185201048385e+06
-2.418241836781599093e+06,5.385751748911703005e+06,2.405780482233665418e+06,-2.803222942393284291e+06
-2.418242044324629940e+06,5.385752213526003063e+06,2.405780470921585802e+06,-2.803216244011494797e+06
-2.418242146130493842e+06,5.385752610572946258e+06,2.405780326924620196e+06,-2.803209579460070468e+06
-2.418242191372827161e+06,5.385747474791941233e+06,2.405780414453654550e+06,-2.803206943315855227e+06
-2.418241564291504212e+06,5.385746788367418572e+06,2.405780316033952869e+06,-2.803201260748298839e+06
-2.418241567683499306e+06,5.385745776172862388e+06,2.405780293774765451e+06,-2.803195654803701676e+06
-2.418241343063496985e+06,5.385747979559180327e+06,2.405780149809686933e+06,-2.803187778851124458e+06
-2.418241123354567681e+06,5.385748419602697715e+06,2.405779984490129631e+06,-2.803181165195313748e+06
-2.418241291234914679e+06,5.385749491328029893e+06,2.405780016748624388e+06,-2.803174040379248559e+06
-2.418241267425839789e+06,5.385750269060798921e+06,2.405779976021079347e+06,-2.803167153038222808e+06
-2.418240960931966081e+06,5.385749777724248357e+06,2.405779938528350554e+06,-2.803161274425242562e+06
-2.418240843181188684e+06,5.385752132262701169e+06,2.405779913751865271e+06,-2.803153321826350875e+06
-2.418240803937747143e+06,5.385752064397348091e+06,2.405779793473522644e+06,-2.803147054701967165e+06
-2.418240923932878766e+06,5.385751680074853823e+06,2.405779679980648216e+06,-2.803140943149199244e+06
-2.418241104015009012e+06,5.385752226806306280e+06,2.405779705638032872e+06,-2.803134162441707216e+06
-2.418244076445374638e+06,5.385755619980689138e+06,2.405779942417104729e+06,-2.803124483791267499e+06
-2.418243541204518173e+06,5.385754623115499504e+06,2.405779453310611658e+06,-2.803118834659712855e+06
-2.418243645202696323e+06,5.385754718652892858e+06,2.405779486119554378e+06,-2.803112395183350891e+06
-2.418243695118644740e+06,5.385754448183490895e+06,2.405779420531305950e+06,-2.803106273364555556e+06
-2.418243664073460735e+06,5.385753899048157968e+06,2.405779288324898109e+06,-2.803100297465295065e+06
-2.418243816633204464e+06,5.385753855898777954e+06,2.405779316397566348e+06,-2.803093983664214145e+06
-2.418243980201790575e+06,5.385754234193080105e+06,2.405779325399840716e+06,-2.803087364856897388e+06
-2.418244156098674983e+06,5.385754492280710489e+06,2.405779376385860611e+06,-2.803080843338256236e+06
-2.418244275721377693e+06,5.385754841135017574e+06,2.405779417101233266e+06,-2.803074291805304121e+06
-2.418244388414966408e+06,5.385754967531437054e+06,2.405779392577170394e+06,-2.803067861198442057e+06
-2.418243377231150866e+06,5.385753790134208277e+06,2.405779150828932412e+06,-2.803062708823458757e+06
-2.418243510159146041e+06,5.385754159351611510e+06,2.405779130916488357e+06,-2.803056058377957903e+06
-2.418243682111778762e+06,5.385754360504246317e+06,2.405779078127177432e+06,-2.803049527363682166e+06
-2.418244052389476448e+06,5.385754627194209956e+06,2.405779140538220759e+06,-2.803042953353572637e+06
-2.418244092138248961e+06,5.385754500590528361e+06,2.405779060182393063e+06,-2.803036703206494451e+06
-2.418244035894543864e+06,5.385754854181963950e+06,2.405778985224946402e+06,-2.803030154646030162e+06
-2.418243905124904122e+06,5.385754751076662913e+06,2.405778778608653694e+06,-2.803023910215375945e+06
-2.418243868821067736e+06,5.385755009572746232e+06,2.405778696995488368e+06,-2.803017403075928334e+06
-2.418244037751374766e+06,5.385756576814280823e+06,2.405778575452462770e+06,-2.803009896731263958e+06
-2.418243910484696738e+06,5.385756769560845569e+06,2.405778357058153488e+06,-2.803003447959722020e+06
-2.418243993384709582e+06,5.385757844832763076e+06,2.405778315525671002e+06,-2.802996356532224920e+06
-2.418244194246658124e+06,5.385758636126256548e+06,2.405778233180239797e+06,-2.802989384831638541e+06
-2.418244655209162738e+06,5.385760015599095263e+06,2.405778287021425553e+06,-2.802981928823229857e+06
-2.418244376784168184e+06,5.385759241758833639e+06,2.405777881130148657e+06,-2.802976088312253822e+06
-2.418244737920866348e+06,5.385760820500220172e+06,2.405778063019637484e+06,-2.802968531672814861e+06
-2.418244533566160128e+06,5.385760891828764230e+06,2.405777740285967011e+06,-2.802962107429446653e+06
-2.418244882629703730e+06,5.385760338542448357e+06,2.405776977422304917e+06,-2.802956280961919576e+06
-2.418244708953095600e+06,5.385761436491011642e+06,2.405776999418085907e+06,-2.802949079449549783e+06
-2.418244882109669968e+06,5.385762124557484873e+06,2.405776991747550201e+06,-2.802942295075383969e+06
-2.418245062223013025e+06,5.385762004224298522e+06,2.405776725247601047e+06,-2.802936153977612965e+06
-2.418244998982940335e+06,5.385762814947230741e+06,2.405776559788628016e+06,-2.802929189314539544e+06
-2.418243995300203562e+06,5.385763805059368722e+06,2.405774667548466474e+06,-2.802922047450350598e+06
-2.418243944935868960e+06,5.385763019858412445e+06,2.405774160707137547e+06,-2.802916399200332351e+06
-2.418244005390386097e+06,5.385762598785052076e+06,2.405774048734458629e+06,-2.802910290453484748e+06
-2.418243987649627961e+06,5.385763329126798548e+06,2.405774047008567024e+06,-2.802903367257463746e+06
-2.418243580495642964e+06,5.385770447590158321e+06,2.405777604993192945e+06,-2.802891077349831350e+06
-2.418243760917501990e+06,5.385771600885245949e+06,2.405777619235086255e+06,-2.802883921637024730e+06
-2.418243841563330963e+06,5.385772188681794330e+06,2.405777496721525211e+06,-2.802877115570069291e+06
-2.418243904176560231e+06,5.385773359533475712e+06,2.405777554508711211e+06,-2.802869972576223779e+06
-2.418244223413990811e+06,5.385773334499335848e+06,2.405777407603793778e+06,-2.802863597606557887e+06
-2.418244290977420285e+06,5.385774032101333141e+06,2.405777326508927625e+06,-2.802856761586031877e+06
-2.418246375743647106e+06,5.385777749479891732e+06,2.405779079997710884e+06,-2.802847934202242643e+06
-2.418246539418942295e+06,5.385778072405156679e+06,2.405778929394922219e+06,-2.802841338753743563e+06
-2.418246932659470476e+06,5.385779241357200779e+06,2.405779185625329614e+06,-2.802834194481301587e+06
-2.418246781096471939e+06,5.385780785408927128e+06,2.405779325103459414e+06,-2.802826711383034475e+06
-2.418246513912088238e+06,5.385781603042375296e+06,2.405779415984741878e+06,-2.802819898549444973e+06
-2.418245580508713145e+06,5.385781187259782106e+06,2.405779257350166328e+06,-2.802814082448787522e+06
-2.418245116446365602e+06,5.385781148521355353e+06,2.405779287450122181e+06,-2.802807860187945422e+06
-2.418245160923535936e+06,5.385781410733791068e+06,2.405779172273855191e+06,-2.802801254663088825e+06
-2.418244171338597778e+06,5.385779801514560357e+06,2.405778770244208630e+06,-2.802796326359589119e+06
-2.418244983055873308e+06,5.385779939936795272e+06,2.405778653205384500e+06,-2.802789761031574104e+06
-2.418244991498136893e+06,5.385780609824167565e+06,2.405778761264532804e+06,-2.802782999424278270e+06
-2.418244641690888908e+06,5.385780825538177975e+06,2.405777998555026483e+06,-2.802776285068628844e+06
-2.418244489405180328e+06,5.385780557197228074e+06,2.405777447634743061e+06,-2.802770414393954445e+06
-2.418244063492122572e+06,5.385780959019421600e+06,2.405777828929668758e+06,-2.802763811199681368e+06
-2.418244873522777576e+06,5.385783916585792787e+06,2.405779162768946495e+06,-2.802754891000252217e+06
-2.418244648046906106e+06,5.385784577561172657e+06,2.405779287267024629e+06,-2.802748071024599019e+06
-2.418244290795608424e+06,5.385783745411233976e+06,2.405778761200349778e+06,-2.802742629877279513e+06
-2.418244490421930328e+06,5.385784237790909596e+06,2.405779037069058511e+06,-2.802735790786079131e+06
-2.418245295369580854e+06,5.385786595141665079e+06,2.405780184383891523e+06,-2.802727427173975389e+06
-2.418245079842564650e+06,5.385786185910350643e+06,2.405779937489452772e+06,-2.802721479682720266e+06
-2.418241722078075632e+06,5.385799832611026242e+06,2.405782973197110463e+06,-2.802705085956104565e+06
-2.418241925145102665e+06,5.385800841258461587e+06,2.405783606623276602e+06,-2.802698003927308600e+06
-2.418242248799500521e+06,5.385800621015740559e+06,2.405783225272674114e+06,-2.802692002141730860e+06
-2.418241616345354822e+06,5.385800367810375057e+06,2.405783418372009881e+06,-2.802685966432909481e+06
-2.418242380923076067e+06,5.385799456067439169e+06,2.405782647575515788e+06,-2.802680368450918235e+06
-2.418242739016930107e+06,5.385800682488882914e+06,2.405782636664120015e+06,-2.802673073154124897e+06
-2.418242984504370485e+06,5.385799767560060136e+06,2.405782282191480976e+06,-2.802667576974580996e+06
-2.418242611330104060e+06,5.385799383600531146e+06,2.405781977244878188e+06,-2.802661646401590202e+06
-2.418242762456950732e+06,5.385799094019613229e+06,2.405781893551691435e+06,-2.802655615156793501e+06
-2.418242898989892565e+06,5.385799860817220993e+06,2.405782236469542608e+06,-2.802648553385593463e+06
-2.418245127673874144e+06,5.385788023105359636e+06,2.405779240420359652e+06,-2.802651256508509628e+06
-2.418245180919343140e+06,5.385789618122636341e+06,2.405779813225368969e+06,-2.802643561864471529e+06
-2.418245175764029380e+06,5.385789529519397765e+06,2.405779438800950535e+06,-2.802637438026243355e+06
-2.418243392901133280e+06,5.385798437763683498e+06,2.405780931789986324e+06,-2.802624617709114216e+06
-2.418243886177137494e+06,5.385800589587155730e+06,2.405781636920878198e+06,-2.802616468137912918e+06
-2.418243985157036223e+06,5.385799528723358177e+06,2.405781049969366752e+06,-2.802611013667277992e+06
-2.418243712254072540e+06,5.385800727418423630e+06,2.405781430253882427e+06,-2.802603684765860438e+06
-2.418243681529087946e+06,5.385801759761451744e+06,2.405781789630909916e+06,-2.802596405887125060e+06
-2.418244327923614066e+06,5.385802349079915322e+06,2.405781513652095571e+06,-2.802589394154062495e+06
-2.418244182217359077e+06,5.385802986629690975e+06,2.405781874955659732e+06,-2.802582640359352808e+06
