x(m),y(m),z(m),dtr(m)
-2.418240462002009153e+06,5.385754421400980093e+06,2.405764440842231270e+06,-2.806038532767191064e+06
-2.418240327983654570e+06,5.385754325179675594e+06,2.405764460886197165e+06,-2.806032266714352649e+06
-2.418240283440543804e+06,5.385754409539942630e+06,2.405764606615650933e+06,-2.806025868961807340e+06
-2.418240296450111084e+06,5.385754398008636199e+06,2.405764639441590291e+06,-2.806019496966569684e+06
-2.418240777067392133e+06,5.385754739542582072e+06,2.405764882695107255e+06,-2.806012685011613183e+06
-2.418240682716560550e+06,5.385754794714237563e+06,2.405764878514512908e+06,-2.806006377386161126e+06
-2.418240725015150383e+06,5.385755136844426394e+06,2.405764974332756829e+06,-2.805999821089495439e+06
-2.418240983232710976e+06,5.385755291857998818e+06,2.405765043954844121e+06,-2.805993190112651791e+06
-2.418240792391660623e+06,5.385755027655898593e+06,2.405765003555856179e+06,-2.805987058103577234e+06
-2.418240718965828884e+06,5.385754834758528508e+06,2.405764919192770030e+06,-2.805980850767686032e+06
-2.418240486819157843e+06,5.385754061883261427e+06,2.405764747536427807e+06,-2.805975016816238407e+06
-2.418240699911573902e+06,5.385755497806474566e+06,2.405765145914165303e+06,-2.805967882917473558e+06
-2.418240658414841164e+06,5.385755471348987892e+06,2.405765375367702451e+06,-2.805961475369730499e+06
-2.418240966958083678e+06,5.385754982983619906e+06,2.405765415007095784e+06,-2.805955123952993192e+06
-2.418241316432921216e+06,5.385756197315012105e+06,2.405765846285660286e+06,-2.805947954118434340e+06
-2.418241131193780340e+06,5.385756526189811528e+06,2.405765997754178010e+06,-2.805941563038785011e+06
-2.418240658461883198e+06,5.385755833696650341e+06,2.405765794778995216e+06,-2.805935771966766566e+06
-2.418240235812170431e+06,5.385755055541349575e+06,2.405765649226920214e+06,-2.805929967300990596e+06
-2.418240308640485629e+06,5.385755216147014871e+06,2.405765746781108435e+06,-2.805923476699513849e+06
-2.418241891545701306e+06,5.385755988438807428e+06,2.405765509854315780e+06,-2.805915911096005701e+06
-2.418241955743073486e+06,5.385756102196713910e+06,2.405765711178955156e+06,-2.805909450634808280e+06
-2.418241119594452903e+06,5.385754994852644391e+06,2.405765355374662671e+06,-2.805904106233481783e+06
-2.418241169216874056e+06,5.385755104881600477e+06,2.405765372780549806e+06,-2.805897681834824849e+06
-2.418241315898501314e+06,5.385755346262444742e+06,2.405765547281881329e+06,-2.805891102592525538e+06
-2.418241452433583327e+06,5.385754907072425820e+06,2.405765286189037841e+06,-2.805884883992678020e+06
-2.418241055018777028e+06,5.385754537532281131e+06,2.405765242745943833e+06,-2.805878902524809819e+06
-2.418241880287148524e+06,5.385755747235770337e+06,2.405765827898109797e+06,-2.805871454941132572e+06
-2.418244515027677175e+06,5.385757138328674249e+06,2.405767582982519176e+06,-2.805862649677312002e+06
-2.418244269112198614e+06,5.385756995725976303e+06,2.405767496484846342e+06,-2.805856524997226894e+06
-2.418244479263163637e+06,5.385756311397881247e+06,2.405767655931878835e+06,-2.805850274744283408e+06
-2.418244548949836753e+06,5.385755954574422911e+06,2.405767748357773758e+06,-2.805843992447531316e+06
-2.418244300405311398e+06,5.385756511278100312e+06,2.405767649106613826e+06,-2.805837643593079410e+06
-2.418242833314865362e+06,5.385756825463440269e+06,2.405768072114363313e+06,-2.805831960799953900e+06
-2.418244045721183065e+06,5.385755895096684806e+06,2.405767641195823438e+06,-2.805825352226302959e+06
-2.418244376646542922e+06,5.385755562405370176e+06,2.405767881273583043e+06,-2.805818820775748696e+06
-2.418243835027538706e+06,5.385755442895043641e+06,2.405767703203172889e+06,-2.805812864368223120e+06
-2.418243021252109203e+06,5.385755263815496117e+06,2.405767535600969102e+06,-2.805807159083817620e+06
-2.418242607624797616e+06,5.385754845189553685e+06,2.405767452720614616e+06,-2.805801187031873502e+06
-2.418242913182737771e+06,5.385754394425336272e+06,2.405767379880666733e+06,-2.805794852054063231e+06
-2.418242674785901327e+06,5.385753934394815005e+06,2.405767402193302289e+06,-2.805788840310513042e+06
-2.418242331155489665e+06,5.385753952727167867e+06,2.405767437943267170e+06,-2.805782717201803345e+06
-2.418242044557467103e+06,5.385753155349295586e+06,2.405767301412781700e+06,-2.805776895319742616e+06
-2.418242441304167267e+06,5.385752870284169912e+06,2.405767576168337371e+06,-2.805770340712619014e+06
-2.418242969220383558e+06,5.385753671299746260e+06,2.405767729021488689e+06,-2.805763320116811898e+06
-2.418243737452932633e+06,5.385753676393967122e+06,2.405767425137618557e+06,-2.805756453617481980e+06
-2.418243825595442206e+06,5.385754028324634768e+06,2.405767501486589666e+06,-2.805749905837208964e+06
-2.418244033677403815e+06,5.385754470957350917e+06,2.405767894790877588e+06,-2.805743210480699316e+06
-2.418255331820728723e+06,5.385758817503843457e+06,2.405774550137841608e+06,-2.805726966709965840e+06
-2.418254929067288525e+06,5.385758628794337623e+06,2.405774503843402024e+06,-2.805720939760947134e+06
-2.418255589766768273e+06,5.385758839737189002e+06,2.405774812203354202e+06,-2.805714073324149940e+06
-2.418255640235450584e+06,5.385758654810464941e+06,2.405774776167531498e+06,-2.805707838717679027e+06
-2.418255782704100944e+06,5.385758760240159929e+06,2.405774888281771913e+06,-2.805701420737855602e+06
-2.418256383480617777e+06,5.385759003090620041e+06,2.405775408834990114e+06,-2.805694522919855081e+06
-2.418256043333270587e+06,5.385758804283374920e+06,2.405775306406036019e+06,-2.805688554460765794e+06
-2.418256549636479467e+06,5.385759064920842648e+06,2.405775302174251992e+06,-2.805681807134088129e+06
-2.418256983112327289e+06,5.385759203612637706e+06,2.405775651051040273e+06,-2.805675120943095069e+06
-2.418258243855869398e+06,5.385759813402626663e+06,2.405775826726711821e+06,-2.805667753094198182e+06
-2.418257910506663844e+06,5.385759793211124837e+06,2.405775922860880848e+06,-2.805661561565120239e+06
-2.418246636678265873e+06,5.385755352871730924e+06,2.405769507206825074e+06,-2.805665006626347080e+06
-2.418246841127487831e+06,5.385755397111573257e+06,2.405769805506000295e+06,-2.805658449841513298e+06
-2.418246375386601314e+06,5.385754932382295839e+06,2.405769610051654745e+06,-2.805652661523089744e+06
-2.418246243461600505e+06,5.385754547355692834e+06,2.405769792667751666e+06,-2.805646667209446430e+06
-2.418246362312074285e+06,5.385754383129530586e+06,2.405769608872387093e+06,-2.805640392942837439e+06
-2.418246168984264601e+06,5.385754185867346823e+06,2.405769357294704765e+06,-2.805634351873604115e+06
-2.418246077638787683e+06,5.385753900405060500e+06,2.405769371108542196e+06,-2.805628228678488173e+06
-2.418246004205380101e+06,5.385753940456798300e+06,2.405769382725350559e+06,-2.805621943711367436e+06
-2.418246282733172178e+06,5.385753851616698317e+06,2.405769240265150554e+06,-2.805615596993483603e+06
-2.418255830915870611e+06,5.385757155205806717e+06,2.405774978381308727e+06,-2.805601119456952903e+06
-2.418255858227778226e+06,5.385757075814711861e+06,2.405774667429891881e+06,-2.805594934282485861e+06
-2.418255903753593564e+06,5.385757184468593448e+06,2.405774462330962531e+06,-2.805588556112262420e+06
-2.418256052499257028e+06,5.385757265821693465e+06,2.405774552966327872e+06,-2.805582060750159435e+06
-2.418256081927151419e+06,5.385757172935208306e+06,2.405774660915056244e+06,-2.805575767040664796e+06
-2.418255796645028517e+06,5.385756918728227727e+06,2.405774449124569539e+06,-2.805569711931235157e+06
-2.418256182428713422e+06,5.385757317543293349e+06,2.405774447147706989e+06,-2.805562888516114559e+06
-2.418256270190989133e+06,5.385757336580424570e+06,2.405774368054480758e+06,-2.805556543668685015e+06
-2.418256196681223810e+06,5.385757460639775731e+06,2.405774486916172318e+06,-2.805550181457089726e+06
-2.418256032724855002e+06,5.385757369144395925e+06,2.405774583975658752e+06,-2.805544203989425674e+06
-2.418255362426525448e+06,5.385756989656592719e+06,2.405774408906360622e+06,-2.805538519250916317e+06
-2.418254536161786411e+06,5.385756418154609390e+06,2.405774288515259512e+06,-2.805533028791561257e+06
-2.418254310420471709e+06,5.385756352584485896e+06,2.405774089815850835e+06,-2.805526747973795515e+06
-2.418245951893127058e+06,5.385753268477940932e+06,2.405768935841135215e+06,-2.805527570524995681e+06
-2.418245661157342605e+06,5.385753158913362771e+06,2.405768615339274984e+06,-2.805521446844656952e+06
-2.418245454901172780e+06,5.385753070793691091e+06,2.405768304071368650e+06,-2.805515326743428595e+06
-2.418244597775138915e+06,5.385752520465381444e+06,2.405768170434405096e+06,-2.805509820723669603e+06
-2.418244401581233833e+06,5.385752483607511967e+06,2.405768314310587011e+06,-2.805503637783098966e+06
-2.418244387632340658e+06,5.385752324983415194e+06,2.405768455013503321e+06,-2.805497447162170894e+06
-2.418243871821525507e+06,5.385752015821879730e+06,2.405768303791400511e+06,-2.805491552842398174e+06
-2.418243671837754548e+06,5.385751634182690643e+06,2.405768156605282798e+06,-2.805485582687241025e+06
-2.418243929805304389e+06,5.385751522239633836e+06,2.405768492884244304e+06,-2.805479276431498583e+06
-2.418243817672110628e+06,5.385751604561866261e+06,2.405768418526322581e+06,-2.805472977163639385e+06
-2.418243714761228301e+06,5.385751573144733906e+06,2.405768428694040515e+06,-2.805466781619282439e+06
-2.418243057109103072e+06,5.385751347496625967e+06,2.405768326740758959e+06,-2.805461058918741997e+06
-2.418243533805850893e+06,5.385751728658771142e+06,2.405768175566938706e+06,-2.805454216044883244e+06
-2.418244226797091775e+06,5.385752063309274614e+06,2.405768419868909754e+06,-2.805447353328273166e+06
-2.418244905559700448e+06,5.385752584409023635e+06,2.405768064004521817e+06,-2.805440296328642871e+06
-2.418244635943369009e+06,5.385752368962023407e+06,2.405768260167912114e+06,-2.805434291427729186e+06
-2.418244337750806473e+06,5.385752176853429526e+06,2.405768020971727092e+06,-2.805428350844033528e+06
-2.418245022554850671e+06,5.385752566291443072e+06,2.405768021199812647e+06,-2.805421443656303920e+06
-2.418245188177687582e+06,5.385752715055344626e+06,2.405767995987077709e+06,-2.805414928440721240e+06
-2.418244791437420528e+06,5.385752223679381423e+06,2.405767835505941417e+06,-2.805409022727750242e+06
-2.418245206301192287e+06,5.385752701180044562e+06,2.405767931137578096e+06,-2.805402105210776441e+06
-2.418244988455234561e+06,5.385752408103296533e+06,2.405767844714038540e+06,-2.805395874322016723e+06
-2.418245109910068102e+06,5.385752466842452064e+06,2.405767653943306766e+06,-2.805389394913804717e+06
-2.418245500438260380e+06,5.385752685766993091e+06,2.405768058652793989e+06,-2.805382719425509218e+06
-2.418245492148397956e+06,5.385752316052218899e+06,2.405768181659967173e+06,-2.805376599022754934e+06
-2.418245352702777367e+06,5.385752243047400378e+06,2.405768441937565338e+06,-2.805370430502620991e+06
-2.418245972203789745e+06,5.385752480718201958e+06,2.405768696376977954e+06,-2.805363645581020974e+06
-2.418246046223905869e+06,5.385752488555824384e+06,2.405769150056664832e+06,-2.805357405378616881e+06
-2.418245757242217194e+06,5.385751819976529106e+06,2.405769216497282498e+06,-2.805351665510148276e+06
-2.418245788787726313e+06,5.385751655510731041e+06,2.405769511269191280e+06,-2.805345428079509176e+06
-2.418245837761022616e+06,5.385751726837835275e+06,2.405769535390167963e+06,-2.805339013566073496e+06
-2.418245508619551081e+06,5.385751536530332640e+06,2.405769611539297737e+06,-2.805332934024210554e+06
-2.418247170260048937e+06,5.385751894812516868e+06,2.405770420281974599e+06,-2.805325188401256688e+06
-2.418244646110941656e+06,5.385750739201740362e+06,2.405769074166058097e+06,-2.805321050511286594e+06
-2.418243902018481866e+06,5.385750591741653159e+06,2.405769087836542167e+06,-2.805315177525797393e+06
-2.418243225110343657e+06,5.385750354251378216e+06,2.405769148437001742e+06,-2.805309306171535049e+06
-2.418243083582862746e+06,5.385749928129576147e+06,2.405769236552269198e+06,-2.805303379058829043e+06
-2.418243191355274059e+06,5.385750190912846476e+06,2.405768603154724929e+06,-2.805296736208282877e+06
-2.418242414883063175e+06,5.385749651320274919e+06,2.405768677624858450e+06,-2.805291182876992971e+06
-2.418242367076788563e+06,5.385749552481545135e+06,2.405768254911387805e+06,-2.805284869874291588e+06
-2.418242663127767388e+06,5.385749488112317398e+06,2.405768826887920499e+06,-2.805278514627321623e+06
-2.418243114727319218e+06,5.385749621069029905e+06,2.405769283643190283e+06,-2.805271884925767314e+06
-2.418243043736045714e+06,5.385749577023830265e+06,2.405769450233708136e+06,-2.805265625785885844e+06
-2.418243146776864771e+06,5.385749587108355947e+06,2.405769350225407165e+06,-2.805259141379333101e+06
-2.418242738934966736e+06,5.385749357154849917e+06,2.405769456837644801e+06,-2.805253117949401028e+06
-2.418242060745059978e+06,5.385745980001139455e+06,2.405768591857092921e+06,-2.805248754683747422e+06
-2.418243473447537050e+06,5.385746770754358731e+06,2.405768383746315259e+06,-2.805241283904607873e+06
-2.418246420555863995e+06,5.385749390203398652e+06,2.405768666254593525e+06,-2.805232034198787995e+06
-2.418246136418635957e+06,5.385749437588584609e+06,2.405768283151650801e+06,-2.805225844138572924e+06
-2.418246149260178208e+06,5.385749176868531853e+06,2.405768444874087349e+06,-2.805219721804567147e+06
-2.418246371692971326e+06,5.385748833392751403e+06,2.405768243133409414e+06,-2.805213431735730730e+06
-2.418247435067716986e+06,5.385748895564497449e+06,2.405768313705213368e+06,-2.805206377151157241e+06
-2.418249212986761704e+06,5.385749640115177259e+06,2.405769372495251242e+06,-2.805198590608216356e+06
-2.418248597662200220e+06,5.385749142614841461e+06,2.405770024020604789e+06,-2.805192837859289721e+06
-2.418248078225622419e+06,5.385749067707919516e+06,2.405769449411686510e+06,-2.805186857564419974e+06
-2.418248299698974937e+06,5.385749349523146637e+06,2.405769214584587142e+06,-2.805180120157077909e+06
-2.418248831937522162e+06,5.385749885371535085e+06,2.405769579897893127e+06,-2.805173328228729777e+06
-2.418244130632126704e+06,5.385746979751040228e+06,2.405768970784194302e+06,-2.805171006016117521e+06
-2.418244193808928132e+06,5.385747351891461760e+06,2.405769260518558323e+06,-2.805164438558795489e+06
-2.418244071500371210e+06,5.385747757261745632e+06,2.405769130073163193e+06,-2.805157916532350238e+06
-2.418243866970725358e+06,5.385747998635540716e+06,2.405769042082074564e+06,-2.805151539751743898e+06
-2.418243780378362164e+06,5.385747919272765517e+06,2.405768861872857437e+06,-2.805145301098176278e+06
-2.418243636704498902e+06,5.385748030023179948e+06,2.405769190632530022e+06,-2.805139089677161537e+06
-2.418243616882313043e+06,5.385748177897066809e+06,2.405769420886002947e+06,-2.805132752964794636e+06
-2.418243269676946569e+06,5.385748221458740532e+06,2.405769509296184871e+06,-2.805126645280989818e+06
-2.418242854652903508e+06,5.385748048770778812e+06,2.405769400730092544e+06,-2.805120654239408672e+06
-2.418242706020415295e+06,5.385748144337054342e+06,2.405769401031691581e+06,-2.805114322778535541e+06
-2.418242573793382850e+06,5.385747608517020009e+06,2.405769708914740477e+06,-2.805108349248971324e+06
-2.418242745531698689e+06,5.385747861074837856e+06,2.405769602409022860e+06,-2.805101710937872995e+06
-2.418242463067435194e+06,5.385747609427781776e+06,2.405769668781821150e+06,-2.805095670421725139e+06
-2.418242235708320048e+06,5.385747580773578957e+06,2.405769203837892972e+06,-2.805089482568115462e+06
-2.418242833290867973e+06,5.385747464038893580e+06,2.405769219526956324e+06,-2.805082873373129871e+06
-2.418243079855882097e+06,5.385747322201945819e+06,2.405769271625900641e+06,-2.805076474149724003e+06
-2.418242537576180417e+06,5.385746794921264984e+06,2.405769285988588817e+06,-2.805070712851642631e+06
-2.418242670030266978e+06,5.385746909447558224e+06,2.405769458516023122e+06,-2.805064249784942716e+06
-2.418242558184533380e+06,5.385746926551582292e+06,2.405769482267802116e+06,-2.805057959290664643e+06
-2.418242943383657373e+06,5.385747424869329669e+06,2.405769686408088543e+06,-2.805051126661699265e+06
-2.418243125998391770e+06,5.385747540511867963e+06,2.405769761406915262e+06,-2.805044610753713641e+06
-2.418242643964909948e+06,5.385747043778593652e+06,2.405769949929733761e+06,-2.805038776872870512e+06
-2.418242372919084970e+06,5.385746875613450073e+06,2.405769985802276991e+06,-2.805032590909148101e+06
-2.418242198712187819e+06,5.385746258083593100e+06,2.405770039875939023e+06,-2.805026630646077450e+06
-2.418242023149232846e+06,5.385746113982497714e+06,2.405769900945171248e+06,-2.805020408988678828e+06
-2.418241488018272910e+06,5.385745890173629858e+06,2.405769859565080144e+06,-2.805014466743451077e+06
