lat(deg),lon(deg),h(m)
2.230474599472322339e+01,1.141804635899733853e+02,2.627294355348633559e+01
2.230474590448340777e+01,1.141804637400118025e+02,2.636085750999939492e+01
2.230474759776143401e+01,1.141804615824935496e+02,2.610440864786070847e+01
2.230475090159571394e+01,1.141804748695016087e+02,2.734345227259150946e+01
2.230474681196150755e+01,1.141804571159029109e+02,2.490064900109138435e+01
2.230474843182097544e+01,1.141804511142968011e+02,2.449939921737638215e+01
2.230475063093253141e+01,1.141804460653992805e+02,2.406543664808984317e+01
2.230475289809312045e+01,1.141804465063418945e+02,2.368560133270136703e+01
2.230474663337908225e+01,1.141804464158656316e+02,2.370782697492087365e+01
2.230475003268869472e+01,1.141804416864195133e+02,2.298642406713065611e+01
2.230474687721383376e+01,1.141804416560792390e+02,2.272444788386814452e+01
2.230475144150923228e+01,1.141804445330444793e+02,2.299940450101383149e+01
2.230475420784841845e+01,1.141804480027294204e+02,2.345611875541346691e+01
2.230475583702361320e+01,1.141804475493019737e+02,2.345527077337181154e+01
2.230475482530610520e+01,1.141804484214823532e+02,2.346487268249894598e+01
2.230475700753407864e+01,1.141804457247938558e+02,2.315670054597870831e+01
2.230476129198218160e+01,1.141804531455853038e+02,1.972108198502411369e+01
2.230475509769600961e+01,1.141804625094481622e+02,2.084484773156827586e+01
2.230474513069220777e+01,1.141804781885438302e+02,2.427972277416583324e+01
2.230474218074400738e+01,1.141804754845740177e+02,2.406663287685121233e+01
2.230474432901005244e+01,1.141804766347018329e+02,2.391283358195593323e+01
2.230474340518127008e+01,1.141804799694170640e+02,2.363066431721055594e+01
2.230474230756686893e+01,1.141804891368227715e+02,2.411290106684401024e+01
2.230474632951538538e+01,1.141805019177707265e+02,2.581692482559161661e+01
2.230475419207386523e+01,1.141804984477206517e+02,2.541113591243915337e+01
2.230475035484947099e+01,1.141804941466820509e+02,2.493297651989736252e+01
2.230474720091983087e+01,1.141804949871936685e+02,2.516562981419470901e+01
2.230474783041429987e+01,1.141804975692005257e+02,2.595823639295305085e+01
2.230475842614055182e+01,1.141804674969951350e+02,2.149309694900814804e+01
2.230475959454484780e+01,1.141804665769662392e+02,2.194109207258626881e+01
2.230475740900127590e+01,1.141804638826495619e+02,2.218736307441697164e+01
2.230475620632378764e+01,1.141804611123229733e+02,2.228017625972206162e+01
2.230475507044000238e+01,1.141804606611689934e+02,2.211198113564525158e+01
2.230475767253403063e+01,1.141804589488921380e+02,2.227578725036721607e+01
2.230475916170456330e+01,1.141804581855567733e+02,2.248047273872228402e+01
2.230476025156801967e+01,1.141804549384130496e+02,2.241921707153090537e+01
2.230476046709793536e+01,1.141804519504909479e+02,2.207498473229102132e+01
2.230476037948094614e+01,1.141804502546742128e+02,2.209943091982413321e+01
2.230476481264637201e+01,1.141804512140397350e+02,2.171394746907537154e+01
2.230476289208974805e+01,1.141804517305328517e+02,2.195176384628706501e+01
2.230476462994686671e+01,1.141804502301096562e+02,2.165752292994952199e+01
2.230476115428128381e+01,1.141804483310995124e+02,2.137071015214862157e+01
2.230476081141566169e+01,1.141804540858355637e+02,2.150460186620624725e+01
2.230476134400545973e+01,1.141804568326346470e+02,2.149810451773880970e+01
2.230476387387442472e+01,1.141804541276626992e+02,2.085302913010108128e+01
2.230476477125444745e+01,1.141804548450677430e+02,2.106536641679037203e+01
2.230476507323060531e+01,1.141804537868508191e+02,2.104643187686938433e+01
2.230476467994827061e+01,1.141804552162494275e+02,2.169046740643769766e+01
2.230476468860380024e+01,1.141804563733130635e+02,2.188573900243184767e+01
2.230476849343050105e+01,1.141804540802951493e+02,2.135537864342675718e+01
2.230476969942624521e+01,1.141804523491007615e+02,2.112434710586433440e+01
2.230477232651526620e+01,1.141804532616183963e+02,2.055765931183992734e+01
2.230477186281040147e+01,1.141804522801178905e+02,2.031677589900751002e+01
2.230477296810303756e+01,1.141804484320502411e+02,1.990938207313234187e+01
2.230477260478161483e+01,1.141804468221628355e+02,1.969434563036214314e+01
2.230477267720817380e+01,1.141804477025387285e+02,1.993758594223930558e+01
2.230477372292981642e+01,1.141804501127640066e+02,2.010921296555838111e+01
2.230477403980734152e+01,1.141804487177873426e+02,1.996022380745654701e+01
2.230477273469714561e+01,1.141804493008215786e+02,1.989764610035425463e+01
2.230477476603857667e+01,1.141804472572926414e+02,1.947019936394242379e+01
2.230477404846057610e+01,1.141804472397443249e+02,1.969294784606491788e+01
2.230477579288459822e+01,1.141804459839116817e+02,1.948860699453697265e+01
2.230477663786492570e+01,1.141804439843922694e+02,1.954871521792888700e+01
2.230477602222499556e+01,1.141804456366850218e+02,1.902103653587480281e+01
2.230477643437790647e+01,1.141804449443672382e+02,1.849706034522008480e+01
2.230477715837935193e+01,1.141804444562756800e+02,1.785592902218978395e+01
2.230477215585639428e+01,1.141804500210331241e+02,1.857166518884070427e+01
2.230476665306946060e+01,1.141804426879855612e+02,2.131529087432250691e+01
2.230476837684703995e+01,1.141804442288887316e+02,2.163969998170051312e+01
2.230476758290588180e+01,1.141804442895270455e+02,2.222735904160656517e+01
2.230476697047929591e+01,1.141804444919627741e+02,2.302201148020902721e+01
2.230476767924189829e+01,1.141804465373391082e+02,2.324659966025059177e+01
2.230476808107193776e+01,1.141804501902566216e+02,2.312372572183835473e+01
2.230476601885225563e+01,1.141804470649328067e+02,2.358223659745547351e+01
2.230476647521757627e+01,1.141804504116523731e+02,2.389643493729041879e+01
2.230476644204157566e+01,1.141804488712093644e+02,2.439155970256802064e+01
2.230476707402835146e+01,1.141804457976001856e+02,2.439345661180338709e+01
2.230476517787354496e+01,1.141804437192068065e+02,2.488124319379782179e+01
2.230476203834384918e+01,1.141804366095987575e+02,2.725953935553410901e+01
2.230476177501549273e+01,1.141804381073147141e+02,2.709221967203048820e+01
2.230476259500366609e+01,1.141804375693313887e+02,2.712872694847339616e+01
2.230476190354151456e+01,1.141804396146172991e+02,2.749945343406419695e+01
2.230476140484448777e+01,1.141804387298384711e+02,2.829718445965739448e+01
2.230476431203427623e+01,1.141804380029378763e+02,2.800339546952210767e+01
2.230476614179820416e+01,1.141804395515941337e+02,2.742998944752440948e+01
2.230476062594101450e+01,1.141804396864853146e+02,2.748652810758275677e+01
2.230476203275700797e+01,1.141804361116282251e+02,2.715884094140410809e+01
2.230476621922030844e+01,1.141804364931074076e+02,2.738374275226939147e+01
2.230476519639460165e+01,1.141804346812136970e+02,2.713883892640256690e+01
2.230477095541948529e+01,1.141804344305579662e+02,2.698544029404897771e+01
2.230476882621545798e+01,1.141804337255617838e+02,2.626412710846904375e+01
2.230476975781692417e+01,1.141804353712757205e+02,2.655124054690320179e+01
2.230477484652822184e+01,1.141804345523392072e+02,2.526625982017007033e+01
2.230477909823416383e+01,1.141804362309959373e+02,2.570722342050358478e+01
2.230477452679417638e+01,1.141804332017105565e+02,2.517486371988077920e+01
2.230477542968669979e+01,1.141804340824549655e+02,2.489725509087440614e+01
2.230478003526659592e+01,1.141804339968055473e+02,2.422540746688584079e+01
2.230477989158854157e+01,1.141804355702977460e+02,2.375993475058185211e+01
2.230477906497668172e+01,1.141804333895970700e+02,2.361061111067422402e+01
2.230478068691495608e+01,1.141804344364685875e+02,2.385433278191704076e+01
2.230478292303849486e+01,1.141804278028974124e+02,2.435583511780526678e+01
2.230478244555431999e+01,1.141804255957204788e+02,2.426228463342000552e+01
2.230478192299231921e+01,1.141804267097693497e+02,2.409906447908341676e+01
2.230478411965840380e+01,1.141804255304162865e+02,2.432562577126854464e+01
2.230478419074275820e+01,1.141804309605758760e+02,2.428684719411569759e+01
2.230478850991958595e+01,1.141804304987083469e+02,2.405589876494543944e+01
2.230478866770125279e+01,1.141804377919509790e+02,2.366194012896399101e+01
2.230479001463463717e+01,1.141804404516909841e+02,2.384494788793261932e+01
2.230479070915121653e+01,1.141804414601049587e+02,2.385338802543799730e+01
2.230479202253719606e+01,1.141804414046579836e+02,2.367833077714883316e+01
2.230478952353020006e+01,1.141804410668097489e+02,2.451345598501341883e+01
2.230479319833893115e+01,1.141804440446350242e+02,2.331616215363206379e+01
2.230478905878369389e+01,1.141804413916993610e+02,2.381966128405804994e+01
2.230478788552764868e+01,1.141804427051610276e+02,2.466379544467970675e+01
2.230479167788642414e+01,1.141804416749976383e+02,2.441616130626643510e+01
2.230478711722699359e+01,1.141804384709060969e+02,2.535370505459853163e+01
2.230478831250569982e+01,1.141804390608978252e+02,2.512031344045755432e+01
2.230478366556931746e+01,1.141804402685061177e+02,2.509417425658311629e+01
2.230478568433069597e+01,1.141804420068732497e+02,2.450554440095788422e+01
2.230479166266857405e+01,1.141804455680142638e+02,2.388424382770345034e+01
2.230479070087609372e+01,1.141804478062405934e+02,2.357704217139860248e+01
2.230479581287192659e+01,1.141804476999839437e+02,2.280149634641691492e+01
2.230479591918003734e+01,1.141804493938579697e+02,2.320719386480211810e+01
2.230479414072707200e+01,1.141804497665800966e+02,2.264003091825268044e+01
2.230479373113180941e+01,1.141804506468477030e+02,2.259494303053740794e+01
2.230479149713651310e+01,1.141804551432033037e+02,2.328755902327263527e+01
2.230479012316394716e+01,1.141804558362738788e+02,2.332683347778957739e+01
2.230479475767756981e+01,1.141804563473557010e+02,2.355253030023418859e+01
2.230479580542247575e+01,1.141804545952605991e+02,2.335950490077213004e+01
2.230479489202650356e+01,1.141804562111284866e+02,2.351747241748848793e+01
2.230479885122211670e+01,1.141804540323986714e+02,2.321759324048132811e+01
2.230479812205666335e+01,1.141804497142947525e+02,2.284626657704654207e+01
2.230480073216282833e+01,1.141804466566459979e+02,2.180165958708928642e+01
2.230480471002028864e+01,1.141804589663599074e+02,1.835853043091813674e+01
2.230480571195151995e+01,1.141804605398056367e+02,1.786232559242802509e+01
2.230480756578877788e+01,1.141804597266772419e+02,1.716791023580221776e+01
2.230481029669401494e+01,1.141804625824041466e+02,1.700183859925443386e+01
2.230481199998845199e+01,1.141804639832443371e+02,1.614929258420696456e+01
2.230481350645511185e+01,1.141804659768797450e+02,1.575517573924354942e+01
2.230481359559484744e+01,1.141804651206881545e+02,1.639321370701427227e+01
2.230481588589709219e+01,1.141804659604091370e+02,1.568137430267139543e+01
2.230481198715996882e+01,1.141804623952508848e+02,1.675155555768580840e+01
2.230480983459185396e+01,1.141804646689674172e+02,1.820470508683800404e+01
2.230480791444197308e+01,1.141804604217310697e+02,1.987562903765315525e+01
2.230480793360948510e+01,1.141804597949202673e+02,2.102446909867622438e+01
2.230480958470637276e+01,1.141804544596520827e+02,2.104318479409169385e+01
2.230481165012638556e+01,1.141804542807124676e+02,2.004545154744057811e+01
2.230481041600691228e+01,1.141804502666524854e+02,2.045157084644014489e+01
2.230481288003561602e+01,1.141804480330326328e+02,1.983736842501039987e+01
2.230481282395986398e+01,1.141804358725710813e+02,2.111157081874011610e+01
2.230481736804527770e+01,1.141804424887728402e+02,2.065093784903424634e+01
2.230481718182529960e+01,1.141804408375907798e+02,2.176431765262745799e+01
2.230481809513644720e+01,1.141804434138379349e+02,2.147115470730490117e+01
2.230481825225145442e+01,1.141804424011180146e+02,2.161611292056344880e+01
2.230481954624543661e+01,1.141804462114793353e+02,2.116088765456321141e+01
2.230481691368354547e+01,1.141804441342629843e+02,2.313399482462800805e+01
2.230482101179778454e+01,1.141804463508637753e+02,2.261477413762136379e+01
2.230482202540269299e+01,1.141804459641819989e+02,2.289467592355226699e+01
2.230482415378895311e+01,1.141804549682991023e+02,2.123466349070093884e+01
2.230482068218231362e+01,1.141804484932090276e+02,2.322884725033557629e+01
2.230482222601308706e+01,1.141804510887474891e+02,2.230556084182256527e+01
2.230482434385420731e+01,1.141804516317820628e+02,2.195884754408134043e+01
2.230482476213706278e+01,1.141804515104136470e+02,2.239986999260714384e+01
2.230482643524146269e+01,1.141804455968625973e+02,2.137834479864347159e+01
2.230482664392851433e+01,1.141804471535535725e+02,2.115374664800840776e+01
2.230482621030349222e+01,1.141804470045909170e+02,2.153124506313386277e+01
2.230482532366768567e+01,1.141804515327787612e+02,2.129577903865911992e+01
2.230482450943462069e+01,1.141804546608989881e+02,2.268161408410314905e+01
2.230482584133565993e+01,1.141804572995661857e+02,2.123319680276935628e+01
2.230483117256180492e+01,1.141804479709703202e+02,2.030711416915669076e+01
2.230482940247060952e+01,1.141804498839189250e+02,2.024389489307745649e+01
2.230482840798620003e+01,1.141804434887542214e+02,2.126800673605992387e+01
2.230482899220756110e+01,1.141804494614279264e+02,2.099577402704800733e+01
2.230482682200693390e+01,1.141804488908260993e+02,2.223477196466711803e+01
2.230482829953155033e+01,1.141804554125048554e+02,2.120564981345114575e+01
2.230482731983138578e+01,1.141804512390422275e+02,2.133837905152331516e+01
2.230483016288933129e+01,1.141804505476827813e+02,2.018166137367992619e+01
2.230483251946624890e+01,1.141804517056085473e+02,1.991879299672178050e+01
2.230483380288187334e+01,1.141804511779031799e+02,1.977465251946459190e+01
2.230483314483569046e+01,1.141804474531564750e+02,2.075578451791765389e+01
2.230483694143621776e+01,1.141804494112959532e+02,1.840608637251369473e+01
2.230483455268564441e+01,1.141804462429133054e+02,1.948283874237263191e+01
2.230483736157423635e+01,1.141804533720422796e+02,1.870731411760660379e+01
2.230483896822536494e+01,1.141804500503088917e+02,1.831010219659734872e+01
2.230483816920076379e+01,1.141804439097979156e+02,1.884293804076230572e+01
2.230484026046076096e+01,1.141804516912479386e+02,1.776537793820684286e+01
2.230483814501307194e+01,1.141804464704376443e+02,1.863300239418532200e+01
2.230484083944758211e+01,1.141804463684980533e+02,1.754749725574105668e+01
2.230484000426300639e+01,1.141804417188968017e+02,1.823469333342228538e+01
2.230484110376543327e+01,1.141804386431935114e+02,1.728067664889870514e+01
2.230484209357455683e+01,1.141804450119779517e+02,1.641436252356434622e+01
2.230484115240822263e+01,1.141804448685963820e+02,1.642044999000107097e+01
2.230484239239549282e+01,1.141804424649232885e+02,1.645391145505641717e+01
2.230484542535704051e+01,1.141804452322559200e+02,1.539701131921479771e+01
2.230484754362226596e+01,1.141804407126488599e+02,1.495360088152961886e+01
2.230484665552920731e+01,1.141804421125529814e+02,1.575970472976679382e+01
2.230484384343947823e+01,1.141804488306852221e+02,1.642003202548072593e+01
2.230484788590985090e+01,1.141804418956595413e+02,1.478535058414965953e+01
2.230484928605756778e+01,1.141804412360454677e+02,1.432267691655696140e+01
2.230485017504418011e+01,1.141804411177938476e+02,1.409943893994230102e+01
2.230485028910021938e+01,1.141804428034637766e+02,1.439757582067811725e+01
2.230485107556187785e+01,1.141804431327377074e+02,1.436538965223931896e+01
2.230484924459278773e+01,1.141804461620733093e+02,1.498524076554896745e+01
2.230484933310949103e+01,1.141804440912011103e+02,1.540926462499680660e+01
2.230485026544999627e+01,1.141804449678214866e+02,1.475573029923514312e+01
2.230484851044576189e+01,1.141804434816750131e+02,1.532776451449145227e+01
2.230484927904658221e+01,1.141804453247261648e+02,1.466919001163710945e+01
2.230484937622181718e+01,1.141804456444883868e+02,1.529191947178104272e+01
2.230485098212021455e+01,1.141804436029210592e+02,1.412764853144052779e+01
2.230484948852376093e+01,1.141804440426882934e+02,1.464104667445547570e+01
2.230485116982714544e+01,1.141804451905432813e+02,1.434164231868930450e+01
2.230485174591049358e+01,1.141804434771248395e+02,1.427605982972397136e+01
2.230485273703202154e+01,1.141804458665162088e+02,1.410438577986681530e+01
2.230485557958485288e+01,1.141804480145153491e+02,1.374833860087547954e+01
2.230485540448280801e+01,1.141804493214871314e+02,1.472826043621390646e+01
2.230485824260420813e+01,1.141804478907761649e+02,1.405631498562803650e+01
2.230485860976715173e+01,1.141804518230888874e+02,1.426404094949091217e+01
2.230485752736939276e+01,1.141804512955007027e+02,1.444241970483734683e+01
2.230485899569942276e+01,1.141804512207416735e+02,1.435991904664183316e+01
2.230486011102070165e+01,1.141804476056471174e+02,1.357932995441488444e+01
2.230486056247247362e+01,1.141804505635288081e+02,1.396672653330716152e+01
2.230486108099704623e+01,1.141804517490843125e+02,1.402556423256398865e+01
2.230486071361220013e+01,1.141804543765714044e+02,1.454679257535483750e+01
2.230486111639235958e+01,1.141804538162737117e+02,1.439286564631831489e+01
2.230485937184381484e+01,1.141804557234108159e+02,1.525954381065809429e+01
2.230486191195743828e+01,1.141804537557379717e+02,1.458928575311216136e+01
2.230486262666417829e+01,1.141804559997161448e+02,1.479818964689457061e+01
2.230486258963075841e+01,1.141804567120565252e+02,1.506625558484923744e+01
2.230486237947469874e+01,1.141804584286012130e+02,1.541414919470735789e+01
2.230486047213261003e+01,1.141804598538103050e+02,1.608725941258256853e+01
2.230486185422634549e+01,1.141804604413786564e+02,1.588828793189458821e+01
2.230486262222956029e+01,1.141804583708086795e+02,1.549744625078959182e+01
2.230486013111677934e+01,1.141804639922942926e+02,1.656775339609960795e+01
2.230486400220615195e+01,1.141804610600503622e+02,1.541386350597595722e+01
2.230486403958524022e+01,1.141804627601224382e+02,1.561050712295118181e+01
2.230486462631928291e+01,1.141804619478718763e+02,1.551654416387915347e+01
2.230486355763861184e+01,1.141804622524758059e+02,1.588413550494617787e+01
2.230486514792807995e+01,1.141804599616735203e+02,1.536181587904067669e+01
2.230486562377586779e+01,1.141804603692175561e+02,1.524203861695722928e+01
2.230486849094278057e+01,1.141804568748430455e+02,1.432388298026762996e+01
2.230486604582235444e+01,1.141804599373680276e+02,1.524935631385486090e+01
2.230486772973540965e+01,1.141804582379005240e+02,1.480501134351713333e+01
2.230486952011949953e+01,1.141804568351205091e+02,1.431781359280956423e+01
2.230486855180255645e+01,1.141804597446380853e+02,1.477391688699675498e+01
2.230486677216478597e+01,1.141804627319283583e+02,1.548117418430528147e+01
2.230486691083411799e+01,1.141804633731165524e+02,1.540286706714299214e+01
2.230486863537323572e+01,1.141804632024403361e+02,1.505273297459861048e+01
2.230486897658829193e+01,1.141804639051681676e+02,1.510912946867918905e+01
2.230486848498564001e+01,1.141804664020793041e+02,1.555377543512832794e+01
2.230487046143314700e+01,1.141804663341577992e+02,1.509378833669272701e+01
2.230487083790503533e+01,1.141804659361594645e+02,1.492436529661015854e+01
2.230486998051638281e+01,1.141804663479065312e+02,1.520651657611712793e+01
2.230487227666926842e+01,1.141804649797935127e+02,1.455890947647426437e+01
2.230487343761385333e+01,1.141804626317526044e+02,1.408149782673973327e+01
2.230487107913125300e+01,1.141804651073823038e+02,1.490497396845474221e+01
2.230486988661293779e+01,1.141804671824481971e+02,1.523447990668186591e+01
2.230486964770385683e+01,1.141804685003382502e+02,1.541040452501333391e+01
2.230486986884768541e+01,1.141804699790571505e+02,1.555537262798185871e+01
2.230486671572040436e+01,1.141804739858176418e+02,1.679835040468031693e+01
2.230487062630198380e+01,1.141804719923104585e+02,1.567337299590060873e+01
2.230487310452931737e+01,1.141804691546614237e+02,1.493795138960453528e+01
2.230487341130761081e+01,1.141804696147152924e+02,1.494398903081697227e+01
2.230487696910324402e+01,1.141804665763120852e+02,1.385366037122995841e+01
2.230487623601770864e+01,1.141804680758528292e+02,1.411067294584246135e+01
2.230487290960119395e+01,1.141804711321529453e+02,1.522538375511726549e+01
2.230487348247906709e+01,1.141804713163357548e+02,1.512419362816059376e+01
2.230487396607043138e+01,1.141804714628064374e+02,1.504788337206535331e+01
2.230487590692618838e+01,1.141804704082777846e+02,1.446670035764034878e+01
2.230487552223607750e+01,1.141804718064420427e+02,1.475806147738111207e+01
2.230487621705862722e+01,1.141804733965273044e+02,1.489551912921299781e+01
2.230487629148797524e+01,1.141804741252514361e+02,1.491609633104065402e+01
2.230487599983531766e+01,1.141804751702474903e+02,1.526758468003994551e+01
2.230487589432334872e+01,1.141804766535962159e+02,1.546531084604315609e+01
2.230487497416515197e+01,1.141804775666025762e+02,1.584865506613325614e+01
2.230487523287243334e+01,1.141804785468751362e+02,1.598046053639171049e+01
2.230487732570986736e+01,1.141804765043820424e+02,1.484883759933043912e+01
2.230487655276172276e+01,1.141804785030356157e+02,1.504106024544057263e+01
2.230487463479787635e+01,1.141804792809094664e+02,1.514057791735263869e+01
2.230487481972371455e+01,1.141804794713339390e+02,1.499180633038152521e+01
2.230487555582272208e+01,1.141804790730350021e+02,1.479722579295500751e+01
2.230487659174318793e+01,1.141804791371926768e+02,1.436561118494427092e+01
2.230487781957993931e+01,1.141804796185349318e+02,1.408537488253893066e+01
2.230487863455274322e+01,1.141804805560007878e+02,1.377217081352429062e+01
2.230487824989389978e+01,1.141804840345432694e+02,1.396599906204651909e+01
2.230487910735644519e+01,1.141804847187085556e+02,1.349369445704815540e+01
2.230487970471196491e+01,1.141804835073656648e+02,1.330306296396932275e+01
2.230487777009652461e+01,1.141804827332912424e+02,1.398002385384129731e+01
2.230487639670031186e+01,1.141804836561267251e+02,1.460208355160639648e+01
2.230487765792394228e+01,1.141804787293709751e+02,1.371335820831716035e+01
2.230487537180043134e+01,1.141804814559286143e+02,1.504467516004423899e+01
2.230487462811133881e+01,1.141804820274726211e+02,1.544399351092905803e+01
2.230487140965833959e+01,1.141804843614849290e+02,1.679932566704038877e+01
2.230487239509944430e+01,1.141804831610434832e+02,1.693431439394874616e+01
2.230487233941818559e+01,1.141804814868833091e+02,1.729603826813395884e+01
2.230487269856997301e+01,1.141804786784942678e+02,1.702379356901077401e+01
2.230486988906314849e+01,1.141804782301565240e+02,1.821719316348253415e+01
2.230486963706359660e+01,1.141804767592454795e+02,1.800155378324301481e+01
2.230486865805109176e+01,1.141804751965272686e+02,1.819511303236870958e+01
2.230486678489798891e+01,1.141804803446678278e+02,1.906898338225045819e+01
2.230486730432099662e+01,1.141804796025399042e+02,1.889399800511130323e+01
2.230486902773322910e+01,1.141804770416760135e+02,1.848396722766724665e+01
2.230486884931508484e+01,1.141804726964218730e+02,1.839766067448051601e+01
2.230486804979814153e+01,1.141804729035116566e+02,1.827466631647653728e+01
2.230486553028468322e+01,1.141804742976695195e+02,1.996378414836548743e+01
2.230486508061151341e+01,1.141804724433919489e+02,2.127808716688111090e+01
2.230486605413270595e+01,1.141804722762926474e+02,2.095931036843796491e+01
2.230486643374122835e+01,1.141804686160712663e+02,2.061106900822952781e+01
2.230486186381311242e+01,1.141804671817564838e+02,2.177612891729451405e+01
2.230485682617645793e+01,1.141804706148341069e+02,2.325832232030760949e+01
2.230485899542550143e+01,1.141804697678110045e+02,2.139150988525071995e+01
2.230486103139418219e+01,1.141804718381428216e+02,2.047047026715032914e+01
2.230486406799513688e+01,1.141804674903019077e+02,1.942962906853807681e+01
2.230486505529936636e+01,1.141804688646999750e+02,1.942807600420142222e+01
2.230486266439260490e+01,1.141804688025214602e+02,2.015566833242263911e+01
2.230485338698073150e+01,1.141804597995180330e+02,2.276663291904807096e+01
2.230484854191825406e+01,1.141804612185556920e+02,2.420052271010873568e+01
2.230484811432990711e+01,1.141804649551766744e+02,2.409853495461634409e+01
2.230484899133701049e+01,1.141804658345021295e+02,2.472716534583305048e+01
2.230485103484674170e+01,1.141804628715133560e+02,2.446012486563286714e+01
2.230484880198752862e+01,1.141804653829523488e+02,2.532283340608010747e+01
2.230484835937895483e+01,1.141804668146479429e+02,2.455705794810556952e+01
2.230484861593853552e+01,1.141804664292744746e+02,2.397209879905144447e+01
2.230484798396701507e+01,1.141804642558612670e+02,2.319692520469260089e+01
2.230484816480969101e+01,1.141804610964919107e+02,2.271389399430245959e+01
2.230484986183481055e+01,1.141804587938008098e+02,2.168343517543022969e+01
2.230484852489840719e+01,1.141804586411716826e+02,2.245893377445903738e+01
2.230484748253437743e+01,1.141804567333858245e+02,2.288772233699796388e+01
2.230484530090872042e+01,1.141804599767127257e+02,2.373214672136109371e+01
2.230484491927995094e+01,1.141804607714769446e+02,2.378420567169506228e+01
2.230484281492623921e+01,1.141804616581446510e+02,2.384204627787941178e+01
2.230483914761160236e+01,1.141804637186914988e+02,2.437474080342828842e+01
2.230483890572524786e+01,1.141804617457845126e+02,2.422410212514528993e+01
2.230484251916023908e+01,1.141804347042001524e+02,2.983035114979313107e+01
2.230484318489907380e+01,1.141804318443911654e+02,2.915543840236088258e+01
2.230484290904282929e+01,1.141804282297098325e+02,2.901812553021094487e+01
2.230484107051289300e+01,1.141804282202173226e+02,2.948461590293416279e+01
2.230483848314776552e+01,1.141804275431825317e+02,2.980364897040379901e+01
2.230485520840871061e+01,1.141804483598828739e+02,2.551943132840345996e+01
2.230485741265980337e+01,1.141804455367617521e+02,2.466509653705197636e+01
2.230486038665549486e+01,1.141804495905497419e+02,2.380364438191272569e+01
2.230485261011714471e+01,1.141804388428051311e+02,2.552353176285235747e+01
2.230485016153807010e+01,1.141804351483220046e+02,2.574891920814031110e+01
2.230484684451302257e+01,1.141804323742420877e+02,2.672931607826159706e+01
2.230484410601950529e+01,1.141804290717469854e+02,2.736123951907481455e+01
2.230484575926775292e+01,1.141804283114090026e+02,2.681617333800706859e+01
2.230483835589006603e+01,1.141804179089704405e+02,2.874937044877307102e+01
2.230483761829002631e+01,1.141804178313129228e+02,2.863156904302972094e+01
2.230483770326360826e+01,1.141804204214733716e+02,2.830959926256403847e+01
2.230483595540408359e+01,1.141804198424191270e+02,2.884902141816603560e+01
2.230482315165366458e+01,1.141804326699492691e+02,3.292915546853079434e+01
2.230482293354865675e+01,1.141804318940223624e+02,3.169932885675131828e+01
2.230482276294955568e+01,1.141804324349796929e+02,3.183182599997919837e+01
2.230482299055652007e+01,1.141804339520984541e+02,3.159757283248341864e+01
2.230482364652648997e+01,1.141804358602037155e+02,3.107216044054082715e+01
2.230482380180044899e+01,1.141804373824170966e+02,3.110421162888367519e+01
2.230482246461236073e+01,1.141804373267430606e+02,3.148889391007429595e+01
2.230482183671212226e+01,1.141804378580715280e+02,3.179272890690962328e+01
2.230482091821574642e+01,1.141804375303560732e+02,3.214794679684362677e+01
2.230482015993082356e+01,1.141804380256247100e+02,3.228802344255246481e+01
2.230482324101654967e+01,1.141804337536171090e+02,3.081934890117494419e+01
2.230482173365192367e+01,1.141804334627509689e+02,3.117378417409533853e+01
2.230482042229809636e+01,1.141804341854914782e+02,3.138868369280534409e+01
2.230481959006992554e+01,1.141804364035676116e+02,3.177777814811613766e+01
2.230481925876365423e+01,1.141804372587662186e+02,3.165548928618841984e+01
2.230481760594640761e+01,1.141804353551920883e+02,3.190415533343904997e+01
2.230481638569678537e+01,1.141804346072990910e+02,3.168915723230120918e+01
2.230481494660483577e+01,1.141804332582919699e+02,3.186259333922256332e+01
2.230480879388735715e+01,1.141804285237005274e+02,3.320322759483493513e+01
2.230480654531273643e+01,1.141804266307298406e+02,3.323478488863654690e+01
2.230480272001477360e+01,1.141804230901866362e+02,3.415796392259709791e+01
2.230479927602211987e+01,1.141804217229064733e+02,3.487067840468527180e+01
2.230479476568029185e+01,1.141804203202467818e+02,3.623007214747899241e+01
2.230479418496150146e+01,1.141804209314437344e+02,3.531738540696778728e+01
2.230479026152657340e+01,1.141804178528351912e+02,3.685573177530204703e+01
2.230478762908241563e+01,1.141804157600391960e+02,3.671599752252370052e+01
2.230478249551182657e+01,1.141804210499194596e+02,3.609176326766120013e+01
2.230477949026944984e+01,1.141804151476433020e+02,3.696096106051503938e+01
2.230477703180254423e+01,1.141804139454313827e+02,3.760439579184902925e+01
2.230477492867710154e+01,1.141804160184134673e+02,3.746994129331141465e+01
2.230477110032153121e+01,1.141804122356823257e+02,3.806742448688461167e+01
2.230475360475124447e+01,1.141803994136648868e+02,3.780452532943154154e+01
2.230475189598415753e+01,1.141804020891458009e+02,3.693036091081424388e+01
2.230475219214500271e+01,1.141804042982545155e+02,3.655538682477084222e+01
2.230474991916097238e+01,1.141804012378873523e+02,3.716441562588797609e+01
2.230475795989226384e+01,1.141803693354444391e+02,4.436851337270707063e+01
2.230475421972812100e+01,1.141803663481614421e+02,4.541567043924129621e+01
2.230475124517156260e+01,1.141803647255161565e+02,4.589583148705843030e+01
2.230474797930653708e+01,1.141803606254306658e+02,4.692968908124390737e+01
