east_err(m),north_err(m),up_err(m),2d_err(m),3d_err(m)
4.463283936259181355e+05,2.549764164802518673e+06,6.494869446924202144e+06,2.588533625639771111e+06,6.991697609569314867e+06
4.463289448543412145e+05,2.549764620366248768e+06,6.494868601364872418e+06,2.588534169426053762e+06,6.991697025421047583e+06
4.463293480594088905e+05,2.549764701835360844e+06,6.494868484958375804e+06,2.588534319197777659e+06,6.991696972736319527e+06
4.463288300070096157e+05,2.549764020710868295e+06,6.494870251939821988e+06,2.588533558949367609e+06,6.991698332689985633e+06
4.463293858368325746e+05,2.549763830413070042e+06,6.494870841835811734e+06,2.588533467340960633e+06,6.991698846752000041e+06
4.463301804681335343e+05,2.549764129293716047e+06,6.494869895844593644e+06,2.588533898760002572e+06,6.991698127706745639e+06
4.463306806852017762e+05,2.549764572645619512e+06,6.494869680469042622e+06,2.588534421721993480e+06,6.991698121251779608e+06
4.463307849902775488e+05,2.549765145170789678e+06,6.494868569420542568e+06,2.588535003657059744e+06,6.991697304603847675e+06
4.463314533802648075e+05,2.549765244142036885e+06,6.494868588129587471e+06,2.588535216393866111e+06,6.991697400744948536e+06
4.463320105120104272e+05,2.549765541356909554e+06,6.494866978350931779e+06,2.588535605221374426e+06,6.991696049312509596e+06
4.463323804136004765e+05,2.549765915997095872e+06,6.494865549387294799e+06,2.588536038031184115e+06,6.991694882130091079e+06
4.463325660759498132e+05,2.549766192242046352e+06,6.494863930211294442e+06,2.588536342151766177e+06,6.991693490607275628e+06
4.463326501459818101e+05,2.549766558497711085e+06,6.494862603176041506e+06,2.588536717417698819e+06,6.991692396805958822e+06
4.463328224873467116e+05,2.549767092650987674e+06,6.494860728709856048e+06,2.588537273286863696e+06,6.991690861339116469e+06
4.463332163722733385e+05,2.549767290834913496e+06,6.494860660207331181e+06,2.588537536418746226e+06,6.991690895123843104e+06
4.463334294060325483e+05,2.549767521637971513e+06,6.494860244994306937e+06,2.588537800497646444e+06,6.991690607185983099e+06
4.463341732093700557e+05,2.549767626282702666e+06,6.494860245419025421e+06,2.588538031826810911e+06,6.991690693225659430e+06
4.463346647127176984e+05,2.549767930253256578e+06,6.494859453474722803e+06,2.588538415993123781e+06,6.991690099787186831e+06
4.463351656858579372e+05,2.549768043452082202e+06,6.494858667315709405e+06,2.588538613877969794e+06,6.991689442755825818e+06
4.463357876157404971e+05,2.549767983572813682e+06,6.494858356013780460e+06,2.588538662133431528e+06,6.991689171440729871e+06
4.463359939387968043e+05,2.549768303017406259e+06,6.494857361371832900e+06,2.588539012369255070e+06,6.991688377146358602e+06
4.463336171952426666e+05,2.549769049413052853e+06,6.494862123611383140e+06,2.588539337770112790e+06,6.991692921453651972e+06
4.463337321316925809e+05,2.549769469364848454e+06,6.494860604693398811e+06,2.588539771250135731e+06,6.991691670957894996e+06
4.463337692865750287e+05,2.549769785047694575e+06,6.494859623377302662e+06,2.588540088611286599e+06,6.991690876871236600e+06
4.463341779197115684e+05,2.549769927684600931e+06,6.494859245867577381e+06,2.588540299571169540e+06,6.991690604291322641e+06
4.463345177693626611e+05,2.549769987396100070e+06,6.494858720902149566e+06,2.588540416987596080e+06,6.991690160101276822e+06
4.463370723255394259e+05,2.549772185742095578e+06,6.494853592643734999e+06,2.588543022882980295e+06,6.991686361042905599e+06
4.463371910421877401e+05,2.549772776065369602e+06,6.494851894300458021e+06,2.588543624834538437e+06,6.991685006246333010e+06
4.463380183535941760e+05,2.549773451629030984e+06,6.494850188837623224e+06,2.588544432931379415e+06,6.991683721157883294e+06
4.463373205214137561e+05,2.549772936705045868e+06,6.494851064738448709e+06,2.588543805394011084e+06,6.991684302482333966e+06
4.463373494540179963e+05,2.549773011785319541e+06,6.494850446127351373e+06,2.588543884338532574e+06,6.991683757057886571e+06
4.463374732251063106e+05,2.549772990697936621e+06,6.494850582527442835e+06,2.588543884908593260e+06,6.991683883976357989e+06
4.463375425481356215e+05,2.549773033674903214e+06,6.494850370452868752e+06,2.588543939195089042e+06,6.991683707070522010e+06
4.463378738138023764e+05,2.549773562982386444e+06,6.494848981379237957e+06,2.588544517694165464e+06,6.991682630884173326e+06
4.463372115605945000e+05,2.549773089381668717e+06,6.494850070588395000e+06,2.588543936995975673e+06,6.991683427700420842e+06
4.463376131697564269e+05,2.549773353931870311e+06,6.494849108784562908e+06,2.588544266832432244e+06,6.991682656358960085e+06
4.463382896702706348e+05,2.549773709571951535e+06,6.494847942810541019e+06,2.588544733793505933e+06,6.991681746123775840e+06
4.463386396158292191e+05,2.549773862249776255e+06,6.494847638232408091e+06,2.588544944525060710e+06,6.991681541208762676e+06
4.463403709754514275e+05,2.549772790626387112e+06,6.494850874388677999e+06,2.588544187488631345e+06,6.991684267122519203e+06
4.463407006344219553e+05,2.549773112701214850e+06,6.494848800558576360e+06,2.588544561582216527e+06,6.991682479161510244e+06
4.463411659856623737e+05,2.549773440041034948e+06,6.494848089052062482e+06,2.588544964259291068e+06,6.991681967299096286e+06
4.463417319202419021e+05,2.549773811476485804e+06,6.494847010794357397e+06,2.588545427715126425e+06,6.991681137249415740e+06
4.463423381418262725e+05,2.549774230347315315e+06,6.494845641376511194e+06,2.588545944842617027e+06,6.991680056600746699e+06
4.463429046014821506e+05,2.549774593773545232e+06,6.494844829423302785e+06,2.588546400499928277e+06,6.991679471044689417e+06
4.463433084760998026e+05,2.549774791927822400e+06,6.494844370104379021e+06,2.588546665326310322e+06,6.991679142412680201e+06
4.463437728353094426e+05,2.549775068627328146e+06,6.494843829936663620e+06,2.588547017950872425e+06,6.991678771182834171e+06
4.463441486787887989e+05,2.549775313146778382e+06,6.494843341152494773e+06,2.588547323614645749e+06,6.991678430298796855e+06
4.463446093223104835e+05,2.549775575407159980e+06,6.494842637226697989e+06,2.588547661375776399e+06,6.991677901444820687e+06
4.463445787453300436e+05,2.549776262828646693e+06,6.494840324542032555e+06,2.588548333228446078e+06,6.991676001843693666e+06
4.463449583857511170e+05,2.549776442137734499e+06,6.494839834976467304e+06,2.588548575313382316e+06,6.991675636694976129e+06
4.463454424679770600e+05,2.549776643152343109e+06,6.494839205874679610e+06,2.588548856787749566e+06,6.991675156508917920e+06
4.463460806294726208e+05,2.549776897225166671e+06,6.494838750966747291e+06,2.588549217093715910e+06,6.991674867324409075e+06
4.463465783599597635e+05,2.549777206767741591e+06,6.494837784674537368e+06,2.588549607824032195e+06,6.991674114359307103e+06
4.463467918271195376e+05,2.549777369969218038e+06,6.494837189340131357e+06,2.588549805389401037e+06,6.991673634475305676e+06
4.463471243752361042e+05,2.549777581071220338e+06,6.494836130340606906e+06,2.588550070671116933e+06,6.991672748945647851e+06
4.463473949848487391e+05,2.549777767940097488e+06,6.494835459775773808e+06,2.588550301402572077e+06,6.991672211456435733e+06
4.463473167448867462e+05,2.549777432832350023e+06,6.494835956418925896e+06,2.588549957823199686e+06,6.991672545602993108e+06
4.463475313044375507e+05,2.549777530059836339e+06,6.494835143976924941e+06,2.588550090591179673e+06,6.991671840049229562e+06
4.463475760986213572e+05,2.549777452685715631e+06,6.494835223159923218e+06,2.588550022099934518e+06,6.991671888247644529e+06
4.463478448254807736e+05,2.549777417536147870e+06,6.494835091877475381e+06,2.588550033813845366e+06,6.991671770631166175e+06
4.463481099070180790e+05,2.549777264302195515e+06,6.494835607276421972e+06,2.588549928583560511e+06,6.991672210445484146e+06
4.463485824954363052e+05,2.549777546223140787e+06,6.494833850586851127e+06,2.588550287771011703e+06,6.991670711571605876e+06
4.463486748872657772e+05,2.549777457982710563e+06,6.494834544937244616e+06,2.588550216783593874e+06,6.991671330298684537e+06
4.463488688566265628e+05,2.549777512700455729e+06,6.494833561204356141e+06,2.588550304128260817e+06,6.991670448808995076e+06
4.463498235365956207e+05,2.549777290445920546e+06,6.494832092976246960e+06,2.588550249820329715e+06,6.991669064808424562e+06
4.463496249775146134e+05,2.549777303882892244e+06,6.494832118176222779e+06,2.588550228818030562e+06,6.991669080441902392e+06
4.463499107127844472e+05,2.549777377868469339e+06,6.494831917611889541e+06,2.588550350965404417e+06,6.991668939352981746e+06
4.463505339238310116e+05,2.549777491202285048e+06,6.494830939157534391e+06,2.588550570063468534e+06,6.991668111546331085e+06
4.463505537623930140e+05,2.549777413488087710e+06,6.494830692644407973e+06,2.588550496934142895e+06,6.991667855475819670e+06
4.463496421926700277e+05,2.549775822283564601e+06,6.494829585775651969e+06,2.588548772379487753e+06,6.991666188774609938e+06
4.463503274852365721e+05,2.549775979286727495e+06,6.494827867610566318e+06,2.588549045197669882e+06,6.991664693710974418e+06
4.463509647227717796e+05,2.549776358313754667e+06,6.494826648631912656e+06,2.588549528427977115e+06,6.991663740262681618e+06
4.463510589935696335e+05,2.549776452839102596e+06,6.494826413661142811e+06,2.588549637792838737e+06,6.991663562479811721e+06
4.463481813732639421e+05,2.549777689504247624e+06,6.494832773738466203e+06,2.588550359739759471e+06,6.991669737890666351e+06
4.463482831736064982e+05,2.549777621556577738e+06,6.494832976898665540e+06,2.588550310363456141e+06,6.991669908333281986e+06
4.463485255866615335e+05,2.549777638390131295e+06,6.494832613061407581e+06,2.588550368744587991e+06,6.991669591965413652e+06
4.463485127234959509e+05,2.549777622965556104e+06,6.494832802921077237e+06,2.588550351333030965e+06,6.991669761887071654e+06
4.463492238163845614e+05,2.549777792322407477e+06,6.494832003012494184e+06,2.588550640768308192e+06,6.991669125979669392e+06
4.463494093173661386e+05,2.549777811491373461e+06,6.494831742613409646e+06,2.588550691636480391e+06,6.991668902917989530e+06
4.463501980986511335e+05,2.549778168842626736e+06,6.494835491645756178e+06,2.588551179646476172e+06,6.991672566216937266e+06
4.463506247503819759e+05,2.549778238487569150e+06,6.494834925060474314e+06,2.588551321816863026e+06,6.991672092530163936e+06
4.463509142834828817e+05,2.549778355916814879e+06,6.494835313927912153e+06,2.588551487412131391e+06,6.991672515073101968e+06
4.463505531690069474e+05,2.549778320153320208e+06,6.494835768609206192e+06,2.588551389916407876e+06,6.991672901347981766e+06
4.463503841266502277e+05,2.549778508912303951e+06,6.494835547930277884e+06,2.588551546699632425e+06,6.991672754397179931e+06
4.463501125399443554e+05,2.549778997442222200e+06,6.494833939071577042e+06,2.588551981081678998e+06,6.991671420688897371e+06
4.463501146729803295e+05,2.549779457077024039e+06,6.494832897933407687e+06,2.588552434199583251e+06,6.991670621294931509e+06
4.463504574536384316e+05,2.549779599049080163e+06,6.494832248379993252e+06,2.588552633151576389e+06,6.991670091558431275e+06
4.463506234594982816e+05,2.549780284334109165e+06,6.494829518589220941e+06,2.588553336796754971e+06,6.991667816263834946e+06
4.463517168686616351e+05,2.549780348167726304e+06,6.494829054605452344e+06,2.588553588213683106e+06,6.991667478334556334e+06
4.463518597879669978e+05,2.549780561124656349e+06,6.494828820200213231e+06,2.588553822624776512e+06,6.991667347373489290e+06
4.463518619248754694e+05,2.549780181407345459e+06,6.494827736223454587e+06,2.588553448963624891e+06,6.991666202083660290e+06
4.463522425270762760e+05,2.549780134521197528e+06,6.494826398936456069e+06,2.588553468408154324e+06,6.991664967025363818e+06
4.463520990037180600e+05,2.549780760607614648e+06,6.494825877379858866e+06,2.588554060368407983e+06,6.991664701695357449e+06
4.463520361217958271e+05,2.549781190949360840e+06,6.494828342779384926e+06,2.588554473421259318e+06,6.991667144826019183e+06
4.463519692973266356e+05,2.549781458565806504e+06,6.494828018445049413e+06,2.588554725506411400e+06,6.991666936869949102e+06
4.463523938599242247e+05,2.549781661745992489e+06,6.494826137059271336e+06,2.588554998851799872e+06,6.991665290380317718e+06
4.463527838979583466e+05,2.549782061694000848e+06,6.494825888977574185e+06,2.588555460064544808e+06,6.991665230684554204e+06
4.463529622339317575e+05,2.549782528070893604e+06,6.494827775074600242e+06,2.588555950206717942e+06,6.991667164219925180e+06
4.463533428538420703e+05,2.549782821075204294e+06,6.494826410296738148e+06,2.588556304453705903e+06,6.991666027579910122e+06
4.463450994709407096e+05,2.549781772963122930e+06,6.494836963838358410e+06,2.588553850619432516e+06,6.991674922677523457e+06
4.463452811788402032e+05,2.549782324432809372e+06,6.494837288496837951e+06,2.588554425161000807e+06,6.991675436980006285e+06
4.463460762607348152e+05,2.549782343786111102e+06,6.494836236525840126e+06,2.588554581320770085e+06,6.991674517579168081e+06
4.463460126246380969e+05,2.549783054657885805e+06,6.494835012425739318e+06,2.588555270572064444e+06,6.991673635649598204e+06
4.463474931894639158e+05,2.549782884577051736e+06,6.494833396112748422e+06,2.588555358333792537e+06,6.991672166686596349e+06
4.463477271195515059e+05,2.549782740418537054e+06,6.494833718776619062e+06,2.588555256671383977e+06,6.991672428782599978e+06
4.463487354439039482e+05,2.549783037312676199e+06,6.494832061066390015e+06,2.588555722985276487e+06,6.991671061517104506e+06
4.463489618968876312e+05,2.549783292366335634e+06,6.494830635842857882e+06,2.588556013266264927e+06,6.991669845044163987e+06
4.463496279904373223e+05,2.549783637934219558e+06,6.494829572938798927e+06,2.588556468513728585e+06,6.991669026220037602e+06
4.463498480662826914e+05,2.549784014711115509e+06,6.494829558004088700e+06,2.588556877595145255e+06,6.991669163802640513e+06
4.463571396741607459e+05,2.549785341175484005e+06,6.494818430419639684e+06,2.588559441506313626e+06,6.991659776214093901e+06
4.463569445222658687e+05,2.549785656831454486e+06,6.494819170192080550e+06,2.588559718783142976e+06,6.991660566074500792e+06
4.463573857231389848e+05,2.549785688131824136e+06,6.494818107347168028e+06,2.588559825692941900e+06,6.991659618339276873e+06
4.463525199842745787e+05,2.549784608496378176e+06,6.494824672932948917e+06,2.588557923211559188e+06,6.991665012996541336e+06
4.463524981808186858e+05,2.549784785386515316e+06,6.494826099629339762e+06,2.588558093692474067e+06,6.991666401427293196e+06
4.463534326287303120e+05,2.549784940499445423e+06,6.494824174995409325e+06,2.588558407611698378e+06,6.991664729785175063e+06
4.463531022825103137e+05,2.549785265961756464e+06,6.494824383604441769e+06,2.588558671236347873e+06,6.991665021173118614e+06
4.463530610052670236e+05,2.549785592028148938e+06,6.494824535653253086e+06,2.588558985301109497e+06,6.991665278694812208e+06
4.463538189049969078e+05,2.549785378400559071e+06,6.494824329253722914e+06,2.588558905560458079e+06,6.991665057439639233e+06
4.463538344465657137e+05,2.549785860814127140e+06,6.494824105252936482e+06,2.588559383427931461e+06,6.991665026280034333e+06
4.463542795010611298e+05,2.549787090384865180e+06,6.494823740837420337e+06,2.588560671323395334e+06,6.991665164584728889e+06
4.463539039739277214e+05,2.549787533698016312e+06,6.494823560372857377e+06,2.588561043242862914e+06,6.991665134642028250e+06
4.463538506509243743e+05,2.549787941289985552e+06,6.494824296649216674e+06,2.588561435534944292e+06,6.991665963837496936e+06
4.463541844582431368e+05,2.549788240357233211e+06,6.494824306612374261e+06,2.588561787681997754e+06,6.991666103469925001e+06
4.463541324961897335e+05,2.549788496126945131e+06,6.494825383834782057e+06,2.588562030660600867e+06,6.991667194102016278e+06
4.463538377132155001e+05,2.549789193434512708e+06,6.494825642086570151e+06,2.588562666692992672e+06,6.991667669483580627e+06
4.463547481498162961e+05,2.549789256273998413e+06,6.494824287570290267e+06,2.588562885580760892e+06,6.991666492261993699e+06
4.463549040385035914e+05,2.549789723207321018e+06,6.494823537744461559e+06,2.588563372400391847e+06,6.991665975958260708e+06
4.463551828731235000e+05,2.549790058719743975e+06,6.494823247606920078e+06,2.588563750967654865e+06,6.991665846597578377e+06
