iTOW,tAcc,nano,year,month,day,hour,min,sec,validTOW,validWKN,validUTC,authStatus,utcStandard
94627400,23,400336246,2025,10,27,2,16,49,1,1,1,0,3
94627500,23,500336224,2025,10,27,2,16,49,1,1,1,0,3
94627600,23,600336203,2025,10,27,2,16,49,1,1,1,0,3
94627700,23,700336182,2025,10,27,2,16,49,1,1,1,0,3
94627800,23,800336161,2025,10,27,2,16,49,1,1,1,0,3
94627900,23,900336140,2025,10,27,2,16,49,1,1,1,0,3
94628000,23,336119,2025,10,27,2,16,50,1,1,1,0,3
94628100,23,100336098,2025,10,27,2,16,50,1,1,1,0,3
94628200,29,200336078,2025,10,27,2,16,50,1,1,1,0,3
94628400,26,400336035,2025,10,27,2,16,50,1,1,1,0,3
94628500,29,500336014,2025,10,27,2,16,50,1,1,1,0,3
94628600,29,600335993,2025,10,27,2,16,50,1,1,1,0,3
94628700,29,700335969,2025,10,27,2,16,50,1,1,1,0,3
94628800,29,800335955,2025,10,27,2,16,50,1,1,1,0,3
94628900,29,900335932,2025,10,27,2,16,50,1,1,1,0,3
94629000,29,335909,2025,10,27,2,16,51,1,1,1,0,3
94629100,29,100335889,2025,10,27,2,16,51,1,1,1,0,3
94629200,29,200335868,2025,10,27,2,16,51,1,1,1,0,3
94629300,29,300335850,2025,10,27,2,16,51,1,1,1,0,3
94629400,29,400335827,2025,10,27,2,16,51,1,1,1,0,3
94629500,29,500335808,2025,10,27,2,16,51,1,1,1,0,3
94629600,29,600335786,2025,10,27,2,16,51,1,1,1,0,3
94629700,27,700335762,2025,10,27,2,16,51,1,1,1,0,3
94629900,29,900335720,2025,10,27,2,16,51,1,1,1,0,3
94630000,29,335701,2025,10,27,2,16,52,1,1,1,0,3
94630200,29,200335656,2025,10,27,2,16,52,1,1,1,0,3
94630300,29,300335636,2025,10,27,2,16,52,1,1,1,0,3
94630400,29,400335614,2025,10,27,2,16,52,1,1,1,0,3
94630500,29,500335591,2025,10,27,2,16,52,1,1,1,0,3
94630600,29,600335571,2025,10,27,2,16,52,1,1,1,0,3
94630700,29,700335551,2025,10,27,2,16,52,1,1,1,0,3
94630800,29,800335531,2025,10,27,2,16,52,1,1,1,0,3
94630900,29,900335512,2025,10,27,2,16,52,1,1,1,0,3
94631000,29,335489,2025,10,27,2,16,53,1,1,1,0,3
94631100,29,100335467,2025,10,27,2,16,53,1,1,1,0,3
94631200,29,200335448,2025,10,27,2,16,53,1,1,1,0,3
94631300,29,300335428,2025,10,27,2,16,53,1,1,1,0,3
94631400,29,400335406,2025,10,27,2,16,53,1,1,1,0,3
94631500,29,500335384,2025,10,27,2,16,53,1,1,1,0,3
94631600,29,600335362,2025,10,27,2,16,53,1,1,1,0,3
94631700,30,700335344,2025,10,27,2,16,53,1,1,1,0,3
94631800,30,800335325,2025,10,27,2,16,53,1,1,1,0,3
94631900,29,900335303,2025,10,27,2,16,53,1,1,1,0,3
94632000,30,335282,2025,10,27,2,16,54,1,1,1,0,3
94632100,30,100335261,2025,10,27,2,16,54,1,1,1,0,3
94632200,29,200335243,2025,10,27,2,16,54,1,1,1,0,3
94632300,29,300335220,2025,10,27,2,16,54,1,1,1,0,3
94632400,30,400335199,2025,10,27,2,16,54,1,1,1,0,3
94632500,30,500335166,2025,10,27,2,16,54,1,1,1,0,3
94632600,29,600335159,2025,10,27,2,16,54,1,1,1,0,3
94632700,29,700335135,2025,10,27,2,16,54,1,1,1,0,3
94632800,30,800335115,2025,10,27,2,16,54,1,1,1,0,3
94632900,30,900335096,2025,10,27,2,16,54,1,1,1,0,3
94633000,30,335076,2025,10,27,2,16,55,1,1,1,0,3
94633200,30,200335032,2025,10,27,2,16,55,1,1,1,0,3
94633300,30,300335009,2025,10,27,2,16,55,1,1,1,0,3
94633400,30,400334991,2025,10,27,2,16,55,1,1,1,0,3
94633500,30,500334967,2025,10,27,2,16,55,1,1,1,0,3
94633600,30,600334948,2025,10,27,2,16,55,1,1,1,0,3
94633700,30,700334928,2025,10,27,2,16,55,1,1,1,0,3
94633800,30,800334908,2025,10,27,2,16,55,1,1,1,0,3
94633900,30,900334884,2025,10,27,2,16,55,1,1,1,0,3
94634000,30,334865,2025,10,27,2,16,56,1,1,1,0,3
94634100,30,100334844,2025,10,27,2,16,56,1,1,1,0,3
94634200,30,200334825,2025,10,27,2,16,56,1,1,1,0,3
94634300,30,300334802,2025,10,27,2,16,56,1,1,1,0,3
94634400,30,400334782,2025,10,27,2,16,56,1,1,1,0,3
94634500,30,500334760,2025,10,27,2,16,56,1,1,1,0,3
94634600,30,600334740,2025,10,27,2,16,56,1,1,1,0,3
94634700,30,700334721,2025,10,27,2,16,56,1,1,1,0,3
94634800,30,800334698,2025,10,27,2,16,56,1,1,1,0,3
94634900,30,900334678,2025,10,27,2,16,56,1,1,1,0,3
94635000,30,334657,2025,10,27,2,16,57,1,1,1,0,3
94635100,27,100334633,2025,10,27,2,16,57,1,1,1,0,3
94635200,26,200334612,2025,10,27,2,16,57,1,1,1,0,3
94635300,26,300334592,2025,10,27,2,16,57,1,1,1,0,3
94635400,25,400334572,2025,10,27,2,16,57,1,1,1,0,3
94635500,25,500334552,2025,10,27,2,16,57,1,1,1,0,3
94635600,24,600334531,2025,10,27,2,16,57,1,1,1,0,3
94635700,24,700334510,2025,10,27,2,16,57,1,1,1,0,3
94635800,24,800334489,2025,10,27,2,16,57,1,1,1,0,3
94635900,24,900334468,2025,10,27,2,16,57,1,1,1,0,3
94636000,30,334445,2025,10,27,2,16,58,1,1,1,0,3
94636100,30,100334427,2025,10,27,2,16,58,1,1,1,0,3
94636200,30,200334403,2025,10,27,2,16,58,1,1,1,0,3
94636300,30,300334384,2025,10,27,2,16,58,1,1,1,0,3
94636400,30,400334363,2025,10,27,2,16,58,1,1,1,0,3
94636500,30,500334341,2025,10,27,2,16,58,1,1,1,0,3
94636600,30,600334320,2025,10,27,2,16,58,1,1,1,0,3
94636700,30,700334299,2025,10,27,2,16,58,1,1,1,0,3
94636800,30,800334278,2025,10,27,2,16,58,1,1,1,0,3
94636900,31,900334260,2025,10,27,2,16,58,1,1,1,0,3
94637000,30,334239,2025,10,27,2,16,59,1,1,1,0,3
94637100,30,100334219,2025,10,27,2,16,59,1,1,1,0,3
94637200,30,200334197,2025,10,27,2,16,59,1,1,1,0,3
94637300,30,300334175,2025,10,27,2,16,59,1,1,1,0,3
94637400,30,400334154,2025,10,27,2,16,59,1,1,1,0,3
94637500,30,500334133,2025,10,27,2,16,59,1,1,1,0,3
94637600,30,600334111,2025,10,27,2,16,59,1,1,1,0,3
94637700,30,700334090,2025,10,27,2,16,59,1,1,1,0,3
94637800,30,800334069,2025,10,27,2,16,59,1,1,1,0,3
94637900,30,900334048,2025,10,27,2,16,59,1,1,1,0,3
94638000,30,334027,2025,10,27,2,17,0,1,1,1,0,3
94638100,30,100334007,2025,10,27,2,17,0,1,1,1,0,3
94638200,30,200333987,2025,10,27,2,17,0,1,1,1,0,3
94638300,30,300333966,2025,10,27,2,17,0,1,1,1,0,3
94638400,29,400333943,2025,10,27,2,17,0,1,1,1,0,3
94638500,29,500333922,2025,10,27,2,17,0,1,1,1,0,3
94638600,29,600333901,2025,10,27,2,17,0,1,1,1,0,3
94638700,29,700333880,2025,10,27,2,17,0,1,1,1,0,3
94638800,29,800333859,2025,10,27,2,17,0,1,1,1,0,3
94638900,29,900333838,2025,10,27,2,17,0,1,1,1,0,3
94639000,29,333817,2025,10,27,2,17,1,1,1,1,0,3
94639100,29,100333796,2025,10,27,2,17,1,1,1,1,0,3
94639200,29,200333775,2025,10,27,2,17,1,1,1,1,0,3
94639300,30,300333754,2025,10,27,2,17,1,1,1,1,0,3
94639400,30,400333734,2025,10,27,2,17,1,1,1,1,0,3
94639500,30,500333712,2025,10,27,2,17,1,1,1,1,0,3
94639600,30,600333693,2025,10,27,2,17,1,1,1,1,0,3
94639700,30,700333670,2025,10,27,2,17,1,1,1,1,0,3
94639800,30,800333649,2025,10,27,2,17,1,1,1,1,0,3
94639900,30,900333628,2025,10,27,2,17,1,1,1,1,0,3
94640000,30,333608,2025,10,27,2,17,2,1,1,1,0,3
94640100,30,100333587,2025,10,27,2,17,2,1,1,1,0,3
94640200,30,200333567,2025,10,27,2,17,2,1,1,1,0,3
94640300,30,300333546,2025,10,27,2,17,2,1,1,1,0,3
94640400,30,400333527,2025,10,27,2,17,2,1,1,1,0,3
94640500,30,500333504,2025,10,27,2,17,2,1,1,1,0,3
94640600,29,600333483,2025,10,27,2,17,2,1,1,1,0,3
94640700,29,700333462,2025,10,27,2,17,2,1,1,1,0,3
94640800,29,800333441,2025,10,27,2,17,2,1,1,1,0,3
94640900,29,900333420,2025,10,27,2,17,2,1,1,1,0,3
94641000,29,333398,2025,10,27,2,17,3,1,1,1,0,3
94641100,30,100333378,2025,10,27,2,17,3,1,1,1,0,3
94641200,30,200333357,2025,10,27,2,17,3,1,1,1,0,3
94641300,30,300333335,2025,10,27,2,17,3,1,1,1,0,3
94641400,30,400333315,2025,10,27,2,17,3,1,1,1,0,3
94641500,30,500333294,2025,10,27,2,17,3,1,1,1,0,3
94641600,30,600333271,2025,10,27,2,17,3,1,1,1,0,3
94641700,30,700333253,2025,10,27,2,17,3,1,1,1,0,3
94641800,30,800333234,2025,10,27,2,17,3,1,1,1,0,3
94641900,30,900333213,2025,10,27,2,17,3,1,1,1,0,3
94642000,30,333194,2025,10,27,2,17,4,1,1,1,0,3
94642100,30,100333173,2025,10,27,2,17,4,1,1,1,0,3
94642200,30,200333153,2025,10,27,2,17,4,1,1,1,0,3
94642300,30,300333131,2025,10,27,2,17,4,1,1,1,0,3
94642400,30,400333110,2025,10,27,2,17,4,1,1,1,0,3
94642500,30,500333089,2025,10,27,2,17,4,1,1,1,0,3
94642600,30,600333069,2025,10,27,2,17,4,1,1,1,0,3
94642700,30,700333048,2025,10,27,2,17,4,1,1,1,0,3
94642800,30,800333025,2025,10,27,2,17,4,1,1,1,0,3
94642900,30,900333004,2025,10,27,2,17,4,1,1,1,0,3
94643000,30,332982,2025,10,27,2,17,5,1,1,1,0,3
94643100,30,100332962,2025,10,27,2,17,5,1,1,1,0,3
94643200,30,200332940,2025,10,27,2,17,5,1,1,1,0,3
94643300,30,300332919,2025,10,27,2,17,5,1,1,1,0,3
94643400,30,400332899,2025,10,27,2,17,5,1,1,1,0,3
94643500,30,500332877,2025,10,27,2,17,5,1,1,1,0,3
94643600,30,600332855,2025,10,27,2,17,5,1,1,1,0,3
94643700,30,700332834,2025,10,27,2,17,5,1,1,1,0,3
94643800,30,800332813,2025,10,27,2,17,5,1,1,1,0,3
94643900,30,900332793,2025,10,27,2,17,5,1,1,1,0,3
94644000,30,332771,2025,10,27,2,17,6,1,1,1,0,3
94644100,30,100332751,2025,10,27,2,17,6,1,1,1,0,3
94644200,30,200332729,2025,10,27,2,17,6,1,1,1,0,3
94644300,30,300332709,2025,10,27,2,17,6,1,1,1,0,3
94644400,30,400332688,2025,10,27,2,17,6,1,1,1,0,3
94644500,30,500332667,2025,10,27,2,17,6,1,1,1,0,3
94644600,30,600332646,2025,10,27,2,17,6,1,1,1,0,3
94644700,30,700332625,2025,10,27,2,17,6,1,1,1,0,3
94644800,30,800332604,2025,10,27,2,17,6,1,1,1,0,3
94644900,30,900332583,2025,10,27,2,17,6,1,1,1,0,3
94645000,30,332561,2025,10,27,2,17,7,1,1,1,0,3
94645100,30,100332541,2025,10,27,2,17,7,1,1,1,0,3
94645200,30,200332519,2025,10,27,2,17,7,1,1,1,0,3
94645300,30,300332498,2025,10,27,2,17,7,1,1,1,0,3
94645400,30,400332478,2025,10,27,2,17,7,1,1,1,0,3
94645500,30,500332456,2025,10,27,2,17,7,1,1,1,0,3
94645600,30,600332435,2025,10,27,2,17,7,1,1,1,0,3
94645700,30,700332413,2025,10,27,2,17,7,1,1,1,0,3
94645800,30,800332392,2025,10,27,2,17,7,1,1,1,0,3
94645900,30,900332372,2025,10,27,2,17,7,1,1,1,0,3
94646000,30,332350,2025,10,27,2,17,8,1,1,1,0,3
94646100,30,100332329,2025,10,27,2,17,8,1,1,1,0,3
94646200,29,200332308,2025,10,27,2,17,8,1,1,1,0,3
94646300,29,300332287,2025,10,27,2,17,8,1,1,1,0,3
94646400,29,400332266,2025,10,27,2,17,8,1,1,1,0,3
94646500,30,500332246,2025,10,27,2,17,8,1,1,1,0,3
94646600,29,600332225,2025,10,27,2,17,8,1,1,1,0,3
94646700,29,700332204,2025,10,27,2,17,8,1,1,1,0,3
94646800,30,800332183,2025,10,27,2,17,8,1,1,1,0,3
94646900,30,900332162,2025,10,27,2,17,8,1,1,1,0,3
94647000,30,332141,2025,10,27,2,17,9,1,1,1,0,3
94647100,30,100332119,2025,10,27,2,17,9,1,1,1,0,3
94647200,30,200332099,2025,10,27,2,17,9,1,1,1,0,3
94647300,30,300332077,2025,10,27,2,17,9,1,1,1,0,3
94647400,30,400332056,2025,10,27,2,17,9,1,1,1,0,3
94647500,30,500332035,2025,10,27,2,17,9,1,1,1,0,3
94647600,30,600332014,2025,10,27,2,17,9,1,1,1,0,3
94647700,30,700331994,2025,10,27,2,17,9,1,1,1,0,3
94647800,29,800331973,2025,10,27,2,17,9,1,1,1,0,3
94647900,30,900331952,2025,10,27,2,17,9,1,1,1,0,3
94648000,30,331931,2025,10,27,2,17,10,1,1,1,0,3
94648100,30,100331910,2025,10,27,2,17,10,1,1,1,0,3
94648200,30,200331889,2025,10,27,2,17,10,1,1,1,0,3
94648300,30,300331868,2025,10,27,2,17,10,1,1,1,0,3
94648400,30,400331847,2025,10,27,2,17,10,1,1,1,0,3
94648500,30,500331826,2025,10,27,2,17,10,1,1,1,0,3
94648600,30,600331805,2025,10,27,2,17,10,1,1,1,0,3
94648700,30,700331784,2025,10,27,2,17,10,1,1,1,0,3
94648800,30,800331764,2025,10,27,2,17,10,1,1,1,0,3
94648900,30,900331743,2025,10,27,2,17,10,1,1,1,0,3
94649000,30,331722,2025,10,27,2,17,11,1,1,1,0,3
94649100,30,100331701,2025,10,27,2,17,11,1,1,1,0,3
94649200,30,200331680,2025,10,27,2,17,11,1,1,1,0,3
94649300,30,300331659,2025,10,27,2,17,11,1,1,1,0,3
94649400,30,400331638,2025,10,27,2,17,11,1,1,1,0,3
94649500,30,500331617,2025,10,27,2,17,11,1,1,1,0,3
94649600,30,600331595,2025,10,27,2,17,11,1,1,1,0,3
94649700,30,700331574,2025,10,27,2,17,11,1,1,1,0,3
94649800,30,800331553,2025,10,27,2,17,11,1,1,1,0,3
94649900,30,900331532,2025,10,27,2,17,11,1,1,1,0,3
94650000,30,331510,2025,10,27,2,17,12,1,1,1,0,3
94650100,30,100331490,2025,10,27,2,17,12,1,1,1,0,3
94650200,30,200331468,2025,10,27,2,17,12,1,1,1,0,3
94650300,30,300331447,2025,10,27,2,17,12,1,1,1,0,3
94650400,30,400331426,2025,10,27,2,17,12,1,1,1,0,3
94650500,30,500331405,2025,10,27,2,17,12,1,1,1,0,3
94650600,30,600331385,2025,10,27,2,17,12,1,1,1,0,3
94650700,30,700331364,2025,10,27,2,17,12,1,1,1,0,3
94650800,30,800331343,2025,10,27,2,17,12,1,1,1,0,3
94650900,30,900331323,2025,10,27,2,17,12,1,1,1,0,3
94651000,30,331300,2025,10,27,2,17,13,1,1,1,0,3
94651100,30,100331282,2025,10,27,2,17,13,1,1,1,0,3
94651200,30,200331258,2025,10,27,2,17,13,1,1,1,0,3
94651300,30,300331239,2025,10,27,2,17,13,1,1,1,0,3
94651400,30,400331218,2025,10,27,2,17,13,1,1,1,0,3
94651500,30,500331197,2025,10,27,2,17,13,1,1,1,0,3
94651600,30,600331176,2025,10,27,2,17,13,1,1,1,0,3
94651700,30,700331157,2025,10,27,2,17,13,1,1,1,0,3
94651800,30,800331137,2025,10,27,2,17,13,1,1,1,0,3
94651900,30,900331116,2025,10,27,2,17,13,1,1,1,0,3
94652000,30,331093,2025,10,27,2,17,14,1,1,1,0,3
94652200,30,200331051,2025,10,27,2,17,14,1,1,1,0,3
94652300,30,300331029,2025,10,27,2,17,14,1,1,1,0,3
94652400,30,400331010,2025,10,27,2,17,14,1,1,1,0,3
94652500,30,500330990,2025,10,27,2,17,14,1,1,1,0,3
94652600,30,600330967,2025,10,27,2,17,14,1,1,1,0,3
94652700,30,700330943,2025,10,27,2,17,14,1,1,1,0,3
94652800,30,800330921,2025,10,27,2,17,14,1,1,1,0,3
94652900,30,900330898,2025,10,27,2,17,14,1,1,1,0,3
94653000,30,330877,2025,10,27,2,17,15,1,1,1,0,3
94653100,30,100330861,2025,10,27,2,17,15,1,1,1,0,3
94653200,30,200330834,2025,10,27,2,17,15,1,1,1,0,3
94653300,30,300330814,2025,10,27,2,17,15,1,1,1,0,3
94653400,30,400330794,2025,10,27,2,17,15,1,1,1,0,3
94653500,30,500330776,2025,10,27,2,17,15,1,1,1,0,3
94653600,30,600330756,2025,10,27,2,17,15,1,1,1,0,3
94653700,30,700330734,2025,10,27,2,17,15,1,1,1,0,3
94653800,30,800330710,2025,10,27,2,17,15,1,1,1,0,3
94653900,30,900330691,2025,10,27,2,17,15,1,1,1,0,3
94654000,30,330670,2025,10,27,2,17,16,1,1,1,0,3
94654100,30,100330650,2025,10,27,2,17,16,1,1,1,0,3
94654200,30,200330627,2025,10,27,2,17,16,1,1,1,0,3
94654300,30,300330606,2025,10,27,2,17,16,1,1,1,0,3
94654400,29,400330585,2025,10,27,2,17,16,1,1,1,0,3
94654500,29,500330567,2025,10,27,2,17,16,1,1,1,0,3
94654600,29,600330548,2025,10,27,2,17,16,1,1,1,0,3
94654700,29,700330523,2025,10,27,2,17,16,1,1,1,0,3
94654800,29,800330501,2025,10,27,2,17,16,1,1,1,0,3
94654900,29,900330485,2025,10,27,2,17,16,1,1,1,0,3
94655000,29,330463,2025,10,27,2,17,17,1,1,1,0,3
94655200,29,200330420,2025,10,27,2,17,17,1,1,1,0,3
94655300,29,300330403,2025,10,27,2,17,17,1,1,1,0,3
94655400,29,400330378,2025,10,27,2,17,17,1,1,1,0,3
94655500,29,500330353,2025,10,27,2,17,17,1,1,1,0,3
94655600,29,600330329,2025,10,27,2,17,17,1,1,1,0,3
94655700,29,700330310,2025,10,27,2,17,17,1,1,1,0,3
94655800,29,800330285,2025,10,27,2,17,17,1,1,1,0,3
94655900,29,900330268,2025,10,27,2,17,17,1,1,1,0,3
94656000,29,330245,2025,10,27,2,17,18,1,1,1,0,3
94656200,29,200330205,2025,10,27,2,17,18,1,1,1,0,3
94656300,29,300330184,2025,10,27,2,17,18,1,1,1,0,3
94656400,29,400330160,2025,10,27,2,17,18,1,1,1,0,3
94656500,29,500330140,2025,10,27,2,17,18,1,1,1,0,3
94656600,29,600330120,2025,10,27,2,17,18,1,1,1,0,3
94656700,29,700330096,2025,10,27,2,17,18,1,1,1,0,3
94656800,29,800330076,2025,10,27,2,17,18,1,1,1,0,3
94656900,29,900330054,2025,10,27,2,17,18,1,1,1,0,3
94657000,29,330031,2025,10,27,2,17,19,1,1,1,0,3
94657100,29,100330011,2025,10,27,2,17,19,1,1,1,0,3
94657200,29,200329993,2025,10,27,2,17,19,1,1,1,0,3
94657300,29,300329970,2025,10,27,2,17,19,1,1,1,0,3
94657400,29,400329948,2025,10,27,2,17,19,1,1,1,0,3
94657500,29,500329927,2025,10,27,2,17,19,1,1,1,0,3
94657600,26,600329904,2025,10,27,2,17,19,1,1,1,0,3
94657700,25,700329884,2025,10,27,2,17,19,1,1,1,0,3
94657800,25,800329862,2025,10,27,2,17,19,1,1,1,0,3
94657900,24,900329841,2025,10,27,2,17,19,1,1,1,0,3
94658000,24,329821,2025,10,27,2,17,20,1,1,1,0,3
94658100,28,100329802,2025,10,27,2,17,20,1,1,1,0,3
94658200,28,200329781,2025,10,27,2,17,20,1,1,1,0,3
94658300,29,300329760,2025,10,27,2,17,20,1,1,1,0,3
94658400,28,400329739,2025,10,27,2,17,20,1,1,1,0,3
94658500,29,500329717,2025,10,27,2,17,20,1,1,1,0,3
94658600,29,600329696,2025,10,27,2,17,20,1,1,1,0,3
94658700,29,700329676,2025,10,27,2,17,20,1,1,1,0,3
94658800,29,800329656,2025,10,27,2,17,20,1,1,1,0,3
94658900,29,900329636,2025,10,27,2,17,20,1,1,1,0,3
94659000,29,329614,2025,10,27,2,17,21,1,1,1,0,3
94659100,29,100329593,2025,10,27,2,17,21,1,1,1,0,3
94659200,29,200329569,2025,10,27,2,17,21,1,1,1,0,3
94659300,29,300329548,2025,10,27,2,17,21,1,1,1,0,3
94659400,29,400329528,2025,10,27,2,17,21,1,1,1,0,3
94659500,29,500329507,2025,10,27,2,17,21,1,1,1,0,3
94659600,29,600329486,2025,10,27,2,17,21,1,1,1,0,3
94659700,29,700329467,2025,10,27,2,17,21,1,1,1,0,3
94659800,29,800329442,2025,10,27,2,17,21,1,1,1,0,3
94659900,29,900329419,2025,10,27,2,17,21,1,1,1,0,3
94660000,29,329400,2025,10,27,2,17,22,1,1,1,0,3
94660100,29,100329381,2025,10,27,2,17,22,1,1,1,0,3
94660200,29,200329362,2025,10,27,2,17,22,1,1,1,0,3
94660300,29,300329341,2025,10,27,2,17,22,1,1,1,0,3
94660400,28,400329319,2025,10,27,2,17,22,1,1,1,0,3
94660500,28,500329299,2025,10,27,2,17,22,1,1,1,0,3
94660600,29,600329277,2025,10,27,2,17,22,1,1,1,0,3
94660700,29,700329253,2025,10,27,2,17,22,1,1,1,0,3
94660800,29,800329232,2025,10,27,2,17,22,1,1,1,0,3
94660900,29,900329211,2025,10,27,2,17,22,1,1,1,0,3
94661000,29,329193,2025,10,27,2,17,23,1,1,1,0,3
94661100,29,100329171,2025,10,27,2,17,23,1,1,1,0,3
94661200,29,200329150,2025,10,27,2,17,23,1,1,1,0,3
94661300,29,300329129,2025,10,27,2,17,23,1,1,1,0,3
94661400,29,400329109,2025,10,27,2,17,23,1,1,1,0,3
94661500,29,500329085,2025,10,27,2,17,23,1,1,1,0,3
94661600,29,600329068,2025,10,27,2,17,23,1,1,1,0,3
94661700,29,700329046,2025,10,27,2,17,23,1,1,1,0,3
94661800,28,800329024,2025,10,27,2,17,23,1,1,1,0,3
94661900,29,900329003,2025,10,27,2,17,23,1,1,1,0,3
94662000,29,328981,2025,10,27,2,17,24,1,1,1,0,3
94662100,29,100328960,2025,10,27,2,17,24,1,1,1,0,3
94662200,29,200328934,2025,10,27,2,17,24,1,1,1,0,3
94662300,26,300328913,2025,10,27,2,17,24,1,1,1,0,3
94662400,25,400328893,2025,10,27,2,17,24,1,1,1,0,3
94662500,25,500328871,2025,10,27,2,17,24,1,1,1,0,3
94662600,24,600328850,2025,10,27,2,17,24,1,1,1,0,3
94662700,24,700328829,2025,10,27,2,17,24,1,1,1,0,3
94662800,24,800328808,2025,10,27,2,17,24,1,1,1,0,3
94662900,28,900328786,2025,10,27,2,17,24,1,1,1,0,3
94663000,28,328765,2025,10,27,2,17,25,1,1,1,0,3
94663100,28,100328744,2025,10,27,2,17,25,1,1,1,0,3
94663200,28,200328723,2025,10,27,2,17,25,1,1,1,0,3
94663300,28,300328704,2025,10,27,2,17,25,1,1,1,0,3
94663400,28,400328683,2025,10,27,2,17,25,1,1,1,0,3
94663500,28,500328662,2025,10,27,2,17,25,1,1,1,0,3
94663600,29,600328641,2025,10,27,2,17,25,1,1,1,0,3
94663700,28,700328621,2025,10,27,2,17,25,1,1,1,0,3
94663800,28,800328600,2025,10,27,2,17,25,1,1,1,0,3
94663900,26,900328577,2025,10,27,2,17,25,1,1,1,0,3
94664000,28,328557,2025,10,27,2,17,26,1,1,1,0,3
94664100,28,100328535,2025,10,27,2,17,26,1,1,1,0,3
94664200,28,200328513,2025,10,27,2,17,26,1,1,1,0,3
94664300,28,300328489,2025,10,27,2,17,26,1,1,1,0,3
94664400,28,400328471,2025,10,27,2,17,26,1,1,1,0,3
94664500,28,500328450,2025,10,27,2,17,26,1,1,1,0,3
94664600,28,600328430,2025,10,27,2,17,26,1,1,1,0,3
94664700,28,700328408,2025,10,27,2,17,26,1,1,1,0,3
94664800,28,800328388,2025,10,27,2,17,26,1,1,1,0,3
94664900,26,900328367,2025,10,27,2,17,26,1,1,1,0,3
94665000,28,328347,2025,10,27,2,17,27,1,1,1,0,3
94665100,28,100328326,2025,10,27,2,17,27,1,1,1,0,3
94665200,28,200328304,2025,10,27,2,17,27,1,1,1,0,3
94665300,28,300328281,2025,10,27,2,17,27,1,1,1,0,3
94665400,28,400328259,2025,10,27,2,17,27,1,1,1,0,3
94665500,28,500328238,2025,10,27,2,17,27,1,1,1,0,3
94665600,28,600328215,2025,10,27,2,17,27,1,1,1,0,3
94665700,26,700328195,2025,10,27,2,17,27,1,1,1,0,3
94665800,28,800328174,2025,10,27,2,17,27,1,1,1,0,3
94665900,28,900328152,2025,10,27,2,17,27,1,1,1,0,3
94666000,28,328128,2025,10,27,2,17,28,1,1,1,0,3
94666100,28,100328106,2025,10,27,2,17,28,1,1,1,0,3
94666200,26,200328087,2025,10,27,2,17,28,1,1,1,0,3
94666300,28,300328065,2025,10,27,2,17,28,1,1,1,0,3
94666400,27,400328043,2025,10,27,2,17,28,1,1,1,0,3
94666500,27,500328023,2025,10,27,2,17,28,1,1,1,0,3
94666600,28,600328000,2025,10,27,2,17,28,1,1,1,0,3
94666700,26,700327979,2025,10,27,2,17,28,1,1,1,0,3
94666800,28,800327958,2025,10,27,2,17,28,1,1,1,0,3
94666900,28,900327937,2025,10,27,2,17,28,1,1,1,0,3
94667000,27,327916,2025,10,27,2,17,29,1,1,1,0,3
94667100,27,100327894,2025,10,27,2,17,29,1,1,1,0,3
94667200,26,200327874,2025,10,27,2,17,29,1,1,1,0,3
94667300,25,300327853,2025,10,27,2,17,29,1,1,1,0,3
94667400,24,400327832,2025,10,27,2,17,29,1,1,1,0,3
94667500,24,500327811,2025,10,27,2,17,29,1,1,1,0,3
94667600,24,600327790,2025,10,27,2,17,29,1,1,1,0,3
94667700,24,700327768,2025,10,27,2,17,29,1,1,1,0,3
94667800,23,800327747,2025,10,27,2,17,29,1,1,1,0,3
94667900,23,900327726,2025,10,27,2,17,29,1,1,1,0,3
94668000,23,327704,2025,10,27,2,17,30,1,1,1,0,3
94668100,23,100327683,2025,10,27,2,17,30,1,1,1,0,3
94668200,23,200327662,2025,10,27,2,17,30,1,1,1,0,3
94668300,23,300327640,2025,10,27,2,17,30,1,1,1,0,3
94668400,23,400327619,2025,10,27,2,17,30,1,1,1,0,3
94668500,23,500327598,2025,10,27,2,17,30,1,1,1,0,3
94668600,23,600327576,2025,10,27,2,17,30,1,1,1,0,3
94668700,23,700327555,2025,10,27,2,17,30,1,1,1,0,3
94668800,23,800327534,2025,10,27,2,17,30,1,1,1,0,3
94668900,23,900327512,2025,10,27,2,17,30,1,1,1,0,3
94669000,23,327491,2025,10,27,2,17,31,1,1,1,0,3
94669100,23,100327470,2025,10,27,2,17,31,1,1,1,0,3
94669200,23,200327449,2025,10,27,2,17,31,1,1,1,0,3
94669300,23,300327427,2025,10,27,2,17,31,1,1,1,0,3
94669400,23,400327406,2025,10,27,2,17,31,1,1,1,0,3
94669500,23,500327385,2025,10,27,2,17,31,1,1,1,0,3
94669600,23,600327364,2025,10,27,2,17,31,1,1,1,0,3
94669700,23,700327343,2025,10,27,2,17,31,1,1,1,0,3
94669800,23,800327321,2025,10,27,2,17,31,1,1,1,0,3
94669900,23,900327300,2025,10,27,2,17,31,1,1,1,0,3
94670000,23,327279,2025,10,27,2,17,32,1,1,1,0,3
94670100,23,100327258,2025,10,27,2,17,32,1,1,1,0,3
94670200,23,200327237,2025,10,27,2,17,32,1,1,1,0,3
94670300,23,300327215,2025,10,27,2,17,32,1,1,1,0,3
