iTOW,version,reserved0,srcOfCurrLs,currLs,srcOfLsChange,lsChange,timeToLsEvent,dateOfLsGpsWn,dateOfLsGpsDn,reserved1,validCurrLs,validTimeToLsEvent
94633000,0,0,2,18,2,0,31354985,2441,7,0,1,1
94633200,0,0,2,18,2,0,31354985,2441,7,0,1,1
94633300,0,0,2,18,2,0,31354985,2441,7,0,1,1
94633400,0,0,2,18,2,0,31354985,2441,7,0,1,1
94633500,0,0,2,18,2,0,31354985,2441,7,0,1,1
94633600,0,0,2,18,2,0,31354985,2441,7,0,1,1
94633700,0,0,2,18,2,0,31354985,2441,7,0,1,1
94633800,0,0,2,18,2,0,31354985,2441,7,0,1,1
94633900,0,0,2,18,2,0,31354985,2441,7,0,1,1
94634000,0,0,2,18,2,0,31354984,2441,7,0,1,1
94634100,0,0,2,18,2,0,31354984,2441,7,0,1,1
94634200,0,0,2,18,2,0,31354984,2441,7,0,1,1
94634300,0,0,2,18,2,0,31354984,2441,7,0,1,1
94634400,0,0,2,18,2,0,31354984,2441,7,0,1,1
94634500,0,0,2,18,2,0,31354984,2441,7,0,1,1
94634600,0,0,2,18,2,0,31354984,2441,7,0,1,1
94634700,0,0,2,18,2,0,31354984,2441,7,0,1,1
94634800,0,0,2,18,2,0,31354984,2441,7,0,1,1
94634900,0,0,2,18,2,0,31354984,2441,7,0,1,1
94635000,0,0,2,18,2,0,31354983,2441,7,0,1,1
94635100,0,0,2,18,2,0,31354983,2441,7,0,1,1
94635200,0,0,2,18,2,0,31354983,2441,7,0,1,1
94635300,0,0,2,18,2,0,31354983,2441,7,0,1,1
94635400,0,0,2,18,2,0,31354983,2441,7,0,1,1
94635500,0,0,2,18,2,0,31354983,2441,7,0,1,1
94635600,0,0,2,18,2,0,31354983,2441,7,0,1,1
94635700,0,0,2,18,2,0,31354983,2441,7,0,1,1
94635800,0,0,2,18,2,0,31354983,2441,7,0,1,1
94635900,0,0,2,18,2,0,31354983,2441,7,0,1,1
94636000,0,0,2,18,2,0,31354982,2441,7,0,1,1
94636100,0,0,2,18,2,0,31354982,2441,7,0,1,1
94636200,0,0,2,18,2,0,31354982,2441,7,0,1,1
94636300,0,0,2,18,2,0,31354982,2441,7,0,1,1
94636400,0,0,2,18,2,0,31354982,2441,7,0,1,1
94636500,0,0,2,18,2,0,31354982,2441,7,0,1,1
94636600,0,0,2,18,2,0,31354982,2441,7,0,1,1
94636700,0,0,2,18,2,0,31354982,2441,7,0,1,1
94636800,0,0,2,18,2,0,31354982,2441,7,0,1,1
94636900,0,0,2,18,2,0,31354982,2441,7,0,1,1
94637000,0,0,2,18,2,0,31354981,2441,7,0,1,1
94637100,0,0,2,18,2,0,31354981,2441,7,0,1,1
94637200,0,0,2,18,2,0,31354981,2441,7,0,1,1
94637300,0,0,2,18,2,0,31354981,2441,7,0,1,1
94637400,0,0,2,18,2,0,31354981,2441,7,0,1,1
94637500,0,0,2,18,2,0,31354981,2441,7,0,1,1
94637600,0,0,2,18,2,0,31354981,2441,7,0,1,1
94637700,0,0,2,18,2,0,31354981,2441,7,0,1,1
94637800,0,0,2,18,2,0,31354981,2441,7,0,1,1
94637900,0,0,2,18,2,0,31354981,2441,7,0,1,1
94638000,0,0,2,18,2,0,31354980,2441,7,0,1,1
94638100,0,0,2,18,2,0,31354980,2441,7,0,1,1
94638200,0,0,2,18,2,0,31354980,2441,7,0,1,1
94638300,0,0,2,18,2,0,31354980,2441,7,0,1,1
94638400,0,0,2,18,2,0,31354980,2441,7,0,1,1
94638500,0,0,2,18,2,0,31354980,2441,7,0,1,1
94638600,0,0,2,18,2,0,31354980,2441,7,0,1,1
94638700,0,0,2,18,2,0,31354980,2441,7,0,1,1
94638800,0,0,2,18,2,0,31354980,2441,7,0,1,1
94638900,0,0,2,18,2,0,31354980,2441,7,0,1,1
94639000,0,0,2,18,2,0,31354979,2441,7,0,1,1
94639100,0,0,2,18,2,0,31354979,2441,7,0,1,1
94639200,0,0,2,18,2,0,31354979,2441,7,0,1,1
94639300,0,0,2,18,2,0,31354979,2441,7,0,1,1
94639400,0,0,2,18,2,0,31354979,2441,7,0,1,1
94639500,0,0,2,18,2,0,31354979,2441,7,0,1,1
94639600,0,0,2,18,2,0,31354979,2441,7,0,1,1
94639700,0,0,2,18,2,0,31354979,2441,7,0,1,1
94639800,0,0,2,18,2,0,31354979,2441,7,0,1,1
94639900,0,0,2,18,2,0,31354979,2441,7,0,1,1
94640000,0,0,2,18,2,0,31354978,2441,7,0,1,1
94640100,0,0,2,18,2,0,31354978,2441,7,0,1,1
94640200,0,0,2,18,2,0,31354978,2441,7,0,1,1
94640300,0,0,2,18,2,0,31354978,2441,7,0,1,1
94640400,0,0,2,18,2,0,31354978,2441,7,0,1,1
94640500,0,0,2,18,2,0,31354978,2441,7,0,1,1
94640600,0,0,2,18,2,0,31354978,2441,7,0,1,1
94640700,0,0,2,18,2,0,31354978,2441,7,0,1,1
94640800,0,0,2,18,2,0,31354978,2441,7,0,1,1
94640900,0,0,2,18,2,0,31354978,2441,7,0,1,1
94641000,0,0,2,18,2,0,31354977,2441,7,0,1,1
94641100,0,0,2,18,2,0,31354977,2441,7,0,1,1
94641200,0,0,2,18,2,0,31354977,2441,7,0,1,1
94641300,0,0,2,18,2,0,31354977,2441,7,0,1,1
94641400,0,0,2,18,2,0,31354977,2441,7,0,1,1
94641500,0,0,2,18,2,0,31354977,2441,7,0,1,1
94641600,0,0,2,18,2,0,31354977,2441,7,0,1,1
94641700,0,0,2,18,2,0,31354977,2441,7,0,1,1
94641800,0,0,2,18,2,0,31354977,2441,7,0,1,1
94641900,0,0,2,18,2,0,31354977,2441,7,0,1,1
94642000,0,0,2,18,2,0,31354976,2441,7,0,1,1
94642100,0,0,2,18,2,0,31354976,2441,7,0,1,1
94642200,0,0,2,18,2,0,31354976,2441,7,0,1,1
94642300,0,0,2,18,2,0,31354976,2441,7,0,1,1
94642400,0,0,2,18,2,0,31354976,2441,7,0,1,1
94642500,0,0,2,18,2,0,31354976,2441,7,0,1,1
94642600,0,0,2,18,2,0,31354976,2441,7,0,1,1
94642700,0,0,2,18,2,0,31354976,2441,7,0,1,1
94642800,0,0,2,18,2,0,31354976,2441,7,0,1,1
94642900,0,0,2,18,2,0,31354976,2441,7,0,1,1
94643000,0,0,2,18,2,0,31354975,2441,7,0,1,1
94643100,0,0,2,18,2,0,31354975,2441,7,0,1,1
94643200,0,0,2,18,2,0,31354975,2441,7,0,1,1
94643300,0,0,2,18,2,0,31354975,2441,7,0,1,1
94643400,0,0,2,18,2,0,31354975,2441,7,0,1,1
94643500,0,0,2,18,2,0,31354975,2441,7,0,1,1
94643600,0,0,2,18,2,0,31354975,2441,7,0,1,1
94643700,0,0,2,18,2,0,31354975,2441,7,0,1,1
94643800,0,0,2,18,2,0,31354975,2441,7,0,1,1
94643900,0,0,2,18,2,0,31354975,2441,7,0,1,1
94644000,0,0,2,18,2,0,31354974,2441,7,0,1,1
94644100,0,0,2,18,2,0,31354974,2441,7,0,1,1
94644200,0,0,2,18,2,0,31354974,2441,7,0,1,1
94644300,0,0,2,18,2,0,31354974,2441,7,0,1,1
94644400,0,0,2,18,2,0,31354974,2441,7,0,1,1
94644500,0,0,2,18,2,0,31354974,2441,7,0,1,1
94644600,0,0,2,18,2,0,31354974,2441,7,0,1,1
94644700,0,0,2,18,2,0,31354974,2441,7,0,1,1
94644800,0,0,2,18,2,0,31354974,2441,7,0,1,1
94644900,0,0,2,18,2,0,31354974,2441,7,0,1,1
94645000,0,0,2,18,2,0,31354973,2441,7,0,1,1
94645100,0,0,2,18,2,0,31354973,2441,7,0,1,1
94645200,0,0,2,18,2,0,31354973,2441,7,0,1,1
94645300,0,0,2,18,2,0,31354973,2441,7,0,1,1
94645400,0,0,2,18,2,0,31354973,2441,7,0,1,1
94645500,0,0,2,18,2,0,31354973,2441,7,0,1,1
94645600,0,0,2,18,2,0,31354973,2441,7,0,1,1
94645700,0,0,2,18,2,0,31354973,2441,7,0,1,1
94645800,0,0,2,18,2,0,31354973,2441,7,0,1,1
94645900,0,0,2,18,2,0,31354973,2441,7,0,1,1
94646000,0,0,2,18,2,0,31354972,2441,7,0,1,1
94646100,0,0,2,18,2,0,31354972,2441,7,0,1,1
94646200,0,0,2,18,2,0,31354972,2441,7,0,1,1
94646300,0,0,2,18,2,0,31354972,2441,7,0,1,1
94646400,0,0,2,18,2,0,31354972,2441,7,0,1,1
94646500,0,0,2,18,2,0,31354972,2441,7,0,1,1
94646600,0,0,2,18,2,0,31354972,2441,7,0,1,1
94646700,0,0,2,18,2,0,31354972,2441,7,0,1,1
94646800,0,0,2,18,2,0,31354972,2441,7,0,1,1
94646900,0,0,2,18,2,0,31354972,2441,7,0,1,1
94647000,0,0,2,18,2,0,31354971,2441,7,0,1,1
94647100,0,0,2,18,2,0,31354971,2441,7,0,1,1
94647200,0,0,2,18,2,0,31354971,2441,7,0,1,1
94647300,0,0,2,18,2,0,31354971,2441,7,0,1,1
94647400,0,0,2,18,2,0,31354971,2441,7,0,1,1
94647500,0,0,2,18,2,0,31354971,2441,7,0,1,1
94647600,0,0,2,18,2,0,31354971,2441,7,0,1,1
94647700,0,0,2,18,2,0,31354971,2441,7,0,1,1
94647800,0,0,2,18,2,0,31354971,2441,7,0,1,1
94647900,0,0,2,18,2,0,31354971,2441,7,0,1,1
94648000,0,0,2,18,2,0,31354970,2441,7,0,1,1
94648100,0,0,2,18,2,0,31354970,2441,7,0,1,1
94648200,0,0,2,18,2,0,31354970,2441,7,0,1,1
94648300,0,0,2,18,2,0,31354970,2441,7,0,1,1
94648400,0,0,2,18,2,0,31354970,2441,7,0,1,1
94648500,0,0,2,18,2,0,31354970,2441,7,0,1,1
94648600,0,0,2,18,2,0,31354970,2441,7,0,1,1
94648700,0,0,2,18,2,0,31354970,2441,7,0,1,1
94648800,0,0,2,18,2,0,31354970,2441,7,0,1,1
94648900,0,0,2,18,2,0,31354970,2441,7,0,1,1
94649000,0,0,2,18,2,0,31354969,2441,7,0,1,1
94649100,0,0,2,18,2,0,31354969,2441,7,0,1,1
94649200,0,0,2,18,2,0,31354969,2441,7,0,1,1
94649300,0,0,2,18,2,0,31354969,2441,7,0,1,1
94649400,0,0,2,18,2,0,31354969,2441,7,0,1,1
94649500,0,0,2,18,2,0,31354969,2441,7,0,1,1
94649600,0,0,2,18,2,0,31354969,2441,7,0,1,1
94649700,0,0,2,18,2,0,31354969,2441,7,0,1,1
94649800,0,0,2,18,2,0,31354969,2441,7,0,1,1
94649900,0,0,2,18,2,0,31354969,2441,7,0,1,1
94650000,0,0,2,18,2,0,31354968,2441,7,0,1,1
94650100,0,0,2,18,2,0,31354968,2441,7,0,1,1
94650200,0,0,2,18,2,0,31354968,2441,7,0,1,1
94650300,0,0,2,18,2,0,31354968,2441,7,0,1,1
94650400,0,0,2,18,2,0,31354968,2441,7,0,1,1
94650500,0,0,2,18,2,0,31354968,2441,7,0,1,1
94650600,0,0,2,18,2,0,31354968,2441,7,0,1,1
94650700,0,0,2,18,2,0,31354968,2441,7,0,1,1
94650800,0,0,2,18,2,0,31354968,2441,7,0,1,1
94650900,0,0,2,18,2,0,31354968,2441,7,0,1,1
94651000,0,0,2,18,2,0,31354967,2441,7,0,1,1
94651100,0,0,2,18,2,0,31354967,2441,7,0,1,1
94651200,0,0,2,18,2,0,31354967,2441,7,0,1,1
94651300,0,0,2,18,2,0,31354967,2441,7,0,1,1
94651400,0,0,2,18,2,0,31354967,2441,7,0,1,1
94651500,0,0,2,18,2,0,31354967,2441,7,0,1,1
94651600,0,0,2,18,2,0,31354967,2441,7,0,1,1
94651700,0,0,2,18,2,0,31354967,2441,7,0,1,1
94651800,0,0,2,18,2,0,31354967,2441,7,0,1,1
94651900,0,0,2,18,2,0,31354967,2441,7,0,1,1
94652000,0,0,2,18,2,0,31354966,2441,7,0,1,1
94652200,0,0,2,18,2,0,31354966,2441,7,0,1,1
94652300,0,0,2,18,2,0,31354966,2441,7,0,1,1
94652400,0,0,2,18,2,0,31354966,2441,7,0,1,1
94652500,0,0,2,18,2,0,31354966,2441,7,0,1,1
94652600,0,0,2,18,2,0,31354966,2441,7,0,1,1
94652700,0,0,2,18,2,0,31354966,2441,7,0,1,1
94652800,0,0,2,18,2,0,31354966,2441,7,0,1,1
94652900,0,0,2,18,2,0,31354966,2441,7,0,1,1
94653000,0,0,2,18,2,0,31354965,2441,7,0,1,1
94653100,0,0,2,18,2,0,31354965,2441,7,0,1,1
94653200,0,0,2,18,2,0,31354965,2441,7,0,1,1
94653300,0,0,2,18,2,0,31354965,2441,7,0,1,1
94653400,0,0,2,18,2,0,31354965,2441,7,0,1,1
94653500,0,0,2,18,2,0,31354965,2441,7,0,1,1
94653600,0,0,2,18,2,0,31354965,2441,7,0,1,1
94653700,0,0,2,18,2,0,31354965,2441,7,0,1,1
94653800,0,0,2,18,2,0,31354965,2441,7,0,1,1
94653900,0,0,2,18,2,0,31354965,2441,7,0,1,1
94654000,0,0,2,18,2,0,31354964,2441,7,0,1,1
94654100,0,0,2,18,2,0,31354964,2441,7,0,1,1
94654200,0,0,2,18,2,0,31354964,2441,7,0,1,1
94654300,0,0,2,18,2,0,31354964,2441,7,0,1,1
94654400,0,0,2,18,2,0,31354964,2441,7,0,1,1
94654500,0,0,2,18,2,0,31354964,2441,7,0,1,1
94654600,0,0,2,18,2,0,31354964,2441,7,0,1,1
94654700,0,0,2,18,2,0,31354964,2441,7,0,1,1
94654800,0,0,2,18,2,0,31354964,2441,7,0,1,1
94654900,0,0,2,18,2,0,31354964,2441,7,0,1,1
94655000,0,0,2,18,2,0,31354963,2441,7,0,1,1
94655200,0,0,2,18,2,0,31354963,2441,7,0,1,1
94655300,0,0,2,18,2,0,31354963,2441,7,0,1,1
94655400,0,0,2,18,2,0,31354963,2441,7,0,1,1
94655500,0,0,2,18,2,0,31354963,2441,7,0,1,1
94655600,0,0,2,18,2,0,31354963,2441,7,0,1,1
94655700,0,0,2,18,2,0,31354963,2441,7,0,1,1
94655800,0,0,2,18,2,0,31354963,2441,7,0,1,1
94655900,0,0,2,18,2,0,31354963,2441,7,0,1,1
94656000,0,0,2,18,2,0,31354962,2441,7,0,1,1
94656200,0,0,2,18,2,0,31354962,2441,7,0,1,1
94656300,0,0,2,18,2,0,31354962,2441,7,0,1,1
94656400,0,0,2,18,2,0,31354962,2441,7,0,1,1
94656500,0,0,2,18,2,0,31354962,2441,7,0,1,1
94656600,0,0,2,18,2,0,31354962,2441,7,0,1,1
94656700,0,0,2,18,2,0,31354962,2441,7,0,1,1
94656800,0,0,2,18,2,0,31354962,2441,7,0,1,1
94656900,0,0,2,18,2,0,31354962,2441,7,0,1,1
94657000,0,0,2,18,2,0,31354961,2441,7,0,1,1
94657100,0,0,2,18,2,0,31354961,2441,7,0,1,1
94657200,0,0,2,18,2,0,31354961,2441,7,0,1,1
94657300,0,0,2,18,2,0,31354961,2441,7,0,1,1
94657400,0,0,2,18,2,0,31354961,2441,7,0,1,1
94657500,0,0,2,18,2,0,31354961,2441,7,0,1,1
94657600,0,0,2,18,2,0,31354961,2441,7,0,1,1
94657700,0,0,2,18,2,0,31354961,2441,7,0,1,1
94657800,0,0,2,18,2,0,31354961,2441,7,0,1,1
94657900,0,0,2,18,2,0,31354961,2441,7,0,1,1
94658000,0,0,2,18,2,0,31354960,2441,7,0,1,1
94658100,0,0,2,18,2,0,31354960,2441,7,0,1,1
94658200,0,0,2,18,2,0,31354960,2441,7,0,1,1
94658300,0,0,2,18,2,0,31354960,2441,7,0,1,1
94658400,0,0,2,18,2,0,31354960,2441,7,0,1,1
94658500,0,0,2,18,2,0,31354960,2441,7,0,1,1
94658600,0,0,2,18,2,0,31354960,2441,7,0,1,1
94658700,0,0,2,18,2,0,31354960,2441,7,0,1,1
94658800,0,0,2,18,2,0,31354960,2441,7,0,1,1
94658900,0,0,2,18,2,0,31354960,2441,7,0,1,1
94659000,0,0,2,18,2,0,31354959,2441,7,0,1,1
94659100,0,0,2,18,2,0,31354959,2441,7,0,1,1
94659200,0,0,2,18,2,0,31354959,2441,7,0,1,1
94659300,0,0,2,18,2,0,31354959,2441,7,0,1,1
94659400,0,0,2,18,2,0,31354959,2441,7,0,1,1
94659500,0,0,2,18,2,0,31354959,2441,7,0,1,1
94659600,0,0,2,18,2,0,31354959,2441,7,0,1,1
94659700,0,0,2,18,2,0,31354959,2441,7,0,1,1
94659800,0,0,2,18,2,0,31354959,2441,7,0,1,1
94659900,0,0,2,18,2,0,31354959,2441,7,0,1,1
94660000,0,0,2,18,2,0,31354958,2441,7,0,1,1
94660100,0,0,2,18,2,0,31354958,2441,7,0,1,1
94660200,0,0,2,18,2,0,31354958,2441,7,0,1,1
94660300,0,0,2,18,2,0,31354958,2441,7,0,1,1
94660400,0,0,2,18,2,0,31354958,2441,7,0,1,1
94660500,0,0,2,18,2,0,31354958,2441,7,0,1,1
94660600,0,0,2,18,2,0,31354958,2441,7,0,1,1
94660700,0,0,2,18,2,0,31354958,2441,7,0,1,1
94660800,0,0,2,18,2,0,31354958,2441,7,0,1,1
94660900,0,0,2,18,2,0,31354958,2441,7,0,1,1
94661000,0,0,2,18,2,0,31354957,2441,7,0,1,1
94661100,0,0,2,18,2,0,31354957,2441,7,0,1,1
94661200,0,0,2,18,2,0,31354957,2441,7,0,1,1
94661300,0,0,2,18,2,0,31354957,2441,7,0,1,1
94661400,0,0,2,18,2,0,31354957,2441,7,0,1,1
94661500,0,0,2,18,2,0,31354957,2441,7,0,1,1
94661600,0,0,2,18,2,0,31354957,2441,7,0,1,1
94661700,0,0,2,18,2,0,31354957,2441,7,0,1,1
94661800,0,0,2,18,2,0,31354957,2441,7,0,1,1
94661900,0,0,2,18,2,0,31354957,2441,7,0,1,1
94662000,0,0,2,18,2,0,31354956,2441,7,0,1,1
94662100,0,0,2,18,2,0,31354956,2441,7,0,1,1
94662200,0,0,2,18,2,0,31354956,2441,7,0,1,1
94662300,0,0,2,18,2,0,31354956,2441,7,0,1,1
94662400,0,0,2,18,2,0,31354956,2441,7,0,1,1
94662500,0,0,2,18,2,0,31354956,2441,7,0,1,1
94662600,0,0,2,18,2,0,31354956,2441,7,0,1,1
94662700,0,0,2,18,2,0,31354956,2441,7,0,1,1
94662800,0,0,2,18,2,0,31354956,2441,7,0,1,1
94662900,0,0,2,18,2,0,31354956,2441,7,0,1,1
94663000,0,0,2,18,2,0,31354955,2441,7,0,1,1
94663100,0,0,2,18,2,0,31354955,2441,7,0,1,1
94663200,0,0,2,18,2,0,31354955,2441,7,0,1,1
94663300,0,0,2,18,2,0,31354955,2441,7,0,1,1
94663400,0,0,2,18,2,0,31354955,2441,7,0,1,1
94663500,0,0,2,18,2,0,31354955,2441,7,0,1,1
94663600,0,0,2,18,2,0,31354955,2441,7,0,1,1
94663700,0,0,2,18,2,0,31354955,2441,7,0,1,1
94663800,0,0,2,18,2,0,31354955,2441,7,0,1,1
94663900,0,0,2,18,2,0,31354955,2441,7,0,1,1
94664000,0,0,2,18,2,0,31354954,2441,7,0,1,1
94664100,0,0,2,18,2,0,31354954,2441,7,0,1,1
94664200,0,0,2,18,2,0,31354954,2441,7,0,1,1
94664300,0,0,2,18,2,0,31354954,2441,7,0,1,1
94664400,0,0,2,18,2,0,31354954,2441,7,0,1,1
94664500,0,0,2,18,2,0,31354954,2441,7,0,1,1
94664600,0,0,2,18,2,0,31354954,2441,7,0,1,1
94664700,0,0,2,18,2,0,31354954,2441,7,0,1,1
94664800,0,0,2,18,2,0,31354954,2441,7,0,1,1
94664900,0,0,2,18,2,0,31354954,2441,7,0,1,1
94665000,0,0,2,18,2,0,31354953,2441,7,0,1,1
94665100,0,0,2,18,2,0,31354953,2441,7,0,1,1
94665200,0,0,2,18,2,0,31354953,2441,7,0,1,1
94665300,0,0,2,18,2,0,31354953,2441,7,0,1,1
94665400,0,0,2,18,2,0,31354953,2441,7,0,1,1
94665500,0,0,2,18,2,0,31354953,2441,7,0,1,1
94665600,0,0,2,18,2,0,31354953,2441,7,0,1,1
94665700,0,0,2,18,2,0,31354953,2441,7,0,1,1
94665800,0,0,2,18,2,0,31354953,2441,7,0,1,1
94665900,0,0,2,18,2,0,31354953,2441,7,0,1,1
94666000,0,0,2,18,2,0,31354952,2441,7,0,1,1
94666100,0,0,2,18,2,0,31354952,2441,7,0,1,1
94666200,0,0,2,18,2,0,31354952,2441,7,0,1,1
94666300,0,0,2,18,2,0,31354952,2441,7,0,1,1
94666400,0,0,2,18,2,0,31354952,2441,7,0,1,1
94666500,0,0,2,18,2,0,31354952,2441,7,0,1,1
94666600,0,0,2,18,2,0,31354952,2441,7,0,1,1
94666700,0,0,2,18,2,0,31354952,2441,7,0,1,1
94666800,0,0,2,18,2,0,31354952,2441,7,0,1,1
94666900,0,0,2,18,2,0,31354952,2441,7,0,1,1
94667000,0,0,2,18,2,0,31354951,2441,7,0,1,1
94667100,0,0,2,18,2,0,31354951,2441,7,0,1,1
94667200,0,0,2,18,2,0,31354951,2441,7,0,1,1
94667300,0,0,2,18,2,0,31354951,2441,7,0,1,1
94667400,0,0,2,18,2,0,31354951,2441,7,0,1,1
94667500,0,0,2,18,2,0,31354951,2441,7,0,1,1
94667600,0,0,2,18,2,0,31354951,2441,7,0,1,1
94667700,0,0,2,18,2,0,31354951,2441,7,0,1,1
94667800,0,0,2,18,2,0,31354951,2441,7,0,1,1
94667900,0,0,2,18,2,0,31354951,2441,7,0,1,1
94668000,0,0,2,18,2,0,31354950,2441,7,0,1,1
94668100,0,0,2,18,2,0,31354950,2441,7,0,1,1
94668200,0,0,2,18,2,0,31354950,2441,7,0,1,1
94668300,0,0,2,18,2,0,31354950,2441,7,0,1,1
94668400,0,0,2,18,2,0,31354950,2441,7,0,1,1
94668500,0,0,2,18,2,0,31354950,2441,7,0,1,1
94668600,0,0,2,18,2,0,31354950,2441,7,0,1,1
94668700,0,0,2,18,2,0,31354950,2441,7,0,1,1
94668800,0,0,2,18,2,0,31354950,2441,7,0,1,1
94668900,0,0,2,18,2,0,31354950,2441,7,0,1,1
94669000,0,0,2,18,2,0,31354949,2441,7,0,1,1
94669100,0,0,2,18,2,0,31354949,2441,7,0,1,1
94669200,0,0,2,18,2,0,31354949,2441,7,0,1,1
94669300,0,0,2,18,2,0,31354949,2441,7,0,1,1
94669400,0,0,2,18,2,0,31354949,2441,7,0,1,1
94669500,0,0,2,18,2,0,31354949,2441,7,0,1,1
94669600,0,0,2,18,2,0,31354949,2441,7,0,1,1
94669700,0,0,2,18,2,0,31354949,2441,7,0,1,1
94669800,0,0,2,18,2,0,31354949,2441,7,0,1,1
94669900,0,0,2,18,2,0,31354949,2441,7,0,1,1
94670000,0,0,2,18,2,0,31354948,2441,7,0,1,1
94670100,0,0,2,18,2,0,31354948,2441,7,0,1,1
94670200,0,0,2,18,2,0,31354948,2441,7,0,1,1
94670300,0,0,2,18,2,0,31354948,2441,7,0,1,1
94670400,0,0,2,18,2,0,31354948,2441,7,0,1,1
94670500,0,0,2,18,2,0,31354948,2441,7,0,1,1
94670600,0,0,2,18,2,0,31354948,2441,7,0,1,1
94670700,0,0,2,18,2,0,31354948,2441,7,0,1,1
94670800,0,0,2,18,2,0,31354948,2441,7,0,1,1
94670900,0,0,2,18,2,0,31354948,2441,7,0,1,1
94671000,0,0,2,18,2,0,31354947,2441,7,0,1,1
94671100,0,0,2,18,2,0,31354947,2441,7,0,1,1
94671200,0,0,2,18,2,0,31354947,2441,7,0,1,1
94671300,0,0,2,18,2,0,31354947,2441,7,0,1,1
94671400,0,0,2,18,2,0,31354947,2441,7,0,1,1
94671500,0,0,2,18,2,0,31354947,2441,7,0,1,1
94671600,0,0,2,18,2,0,31354947,2441,7,0,1,1
94671700,0,0,2,18,2,0,31354947,2441,7,0,1,1
94671800,0,0,2,18,2,0,31354947,2441,7,0,1,1
94671900,0,0,2,18,2,0,31354947,2441,7,0,1,1
94672000,0,0,2,18,2,0,31354946,2441,7,0,1,1
94672100,0,0,2,18,2,0,31354946,2441,7,0,1,1
94672200,0,0,2,18,2,0,31354946,2441,7,0,1,1
94672300,0,0,2,18,2,0,31354946,2441,7,0,1,1
94672400,0,0,2,18,2,0,31354946,2441,7,0,1,1
94672500,0,0,2,18,2,0,31354946,2441,7,0,1,1
94672600,0,0,2,18,2,0,31354946,2441,7,0,1,1
94672700,0,0,2,18,2,0,31354946,2441,7,0,1,1
94672800,0,0,2,18,2,0,31354946,2441,7,0,1,1
94672900,0,0,2,18,2,0,31354946,2441,7,0,1,1
94673000,0,0,2,18,2,0,31354945,2441,7,0,1,1
94673100,0,0,2,18,2,0,31354945,2441,7,0,1,1
94673200,0,0,2,18,2,0,31354945,2441,7,0,1,1
94673300,0,0,2,18,2,0,31354945,2441,7,0,1,1
94673400,0,0,2,18,2,0,31354945,2441,7,0,1,1
94673500,0,0,2,18,2,0,31354945,2441,7,0,1,1
94673600,0,0,2,18,2,0,31354945,2441,7,0,1,1
94673700,0,0,2,18,2,0,31354945,2441,7,0,1,1
94673800,0,0,2,18,2,0,31354945,2441,7,0,1,1
94673900,0,0,2,18,2,0,31354945,2441,7,0,1,1
94674000,0,0,2,18,2,0,31354944,2441,7,0,1,1
94674100,0,0,2,18,2,0,31354944,2441,7,0,1,1
94674200,0,0,2,18,2,0,31354944,2441,7,0,1,1
94674300,0,0,2,18,2,0,31354944,2441,7,0,1,1
94674400,0,0,2,18,2,0,31354944,2441,7,0,1,1
94674500,0,0,2,18,2,0,31354944,2441,7,0,1,1
94674600,0,0,2,18,2,0,31354944,2441,7,0,1,1
94674700,0,0,2,18,2,0,31354944,2441,7,0,1,1
94674800,0,0,2,18,2,0,31354944,2441,7,0,1,1
94674900,0,0,2,18,2,0,31354944,2441,7,0,1,1
94675100,0,0,2,18,2,0,31354943,2441,7,0,1,1
94675200,0,0,2,18,2,0,31354943,2441,7,0,1,1
94675300,0,0,2,18,2,0,31354943,2441,7,0,1,1
94675400,0,0,2,18,2,0,31354943,2441,7,0,1,1
94675500,0,0,2,18,2,0,31354943,2441,7,0,1,1
94675900,0,0,2,18,2,0,31354943,2441,7,0,1,1
94676200,0,0,2,18,2,0,31354942,2441,7,0,1,1
94676300,0,0,2,18,2,0,31354942,2441,7,0,1,1
94676400,0,0,2,18,2,0,31354942,2441,7,0,1,1
94676500,0,0,2,18,2,0,31354942,2441,7,0,1,1
94676600,0,0,2,18,2,0,31354942,2441,7,0,1,1
94676700,0,0,2,18,2,0,31354942,2441,7,0,1,1
94676800,0,0,2,18,2,0,31354942,2441,7,0,1,1
94676900,0,0,2,18,2,0,31354942,2441,7,0,1,1
94677000,0,0,2,18,2,0,31354941,2441,7,0,1,1
94677200,0,0,2,18,2,0,31354941,2441,7,0,1,1
94677300,0,0,2,18,2,0,31354941,2441,7,0,1,1
94677400,0,0,2,18,2,0,31354941,2441,7,0,1,1
94677500,0,0,2,18,2,0,31354941,2441,7,0,1,1
94677600,0,0,2,18,2,0,31354941,2441,7,0,1,1
94677700,0,0,2,18,2,0,31354941,2441,7,0,1,1
94677800,0,0,2,18,2,0,31354941,2441,7,0,1,1
94677900,0,0,2,18,2,0,31354941,2441,7,0,1,1
94678000,0,0,2,18,2,0,31354940,2441,7,0,1,1
94678100,0,0,2,18,2,0,31354940,2441,7,0,1,1
94678200,0,0,2,18,2,0,31354940,2441,7,0,1,1
94678300,0,0,2,18,2,0,31354940,2441,7,0,1,1
94678400,0,0,2,18,2,0,31354940,2441,7,0,1,1
94678500,0,0,2,18,2,0,31354940,2441,7,0,1,1
94678600,0,0,2,18,2,0,31354940,2441,7,0,1,1
94678800,0,0,2,18,2,0,31354940,2441,7,0,1,1
94678900,0,0,2,18,2,0,31354940,2441,7,0,1,1
